name,city,sector
Coşkunöz Kalıp Makina Sanayi ve Ticaret A.Ş.,Bursa,Otomotiv Yan Sanayi
Coşkunöz Metal Form Makina Endüstri ve Ticaret Anonim Şirketi,Bursa,Otomotiv Yan Sanayi
Cw Enerji Mühendislik Ticaret Ve Sanayi Anonim Şirketi,Antalya,Enerji
Çağlayan Soğutma Anonim Şirketi,Konya,İklimlendirme
Çalık Denim Tekstil Sanayi Ve Ticaret A.Ş.,Malatya,Tekstil
Çamsan Ordu Ağaç Sanayi ve Ticaret A.Ş.,Ordu,Mobilya
Çanakcılar Seramik Sanayi ve Ticaret A.Ş.,Zonguldak,Seramik ve Refrakter
Çelik Halat ve Tel Sanayii A.Ş.,Kocaeli,Demir ve Demir Dışı Metaller
Çelikform Gestamp Otomotiv A.Ş.,Bursa,Otomotiv Yan Sanayi
Çemtaş Çelik Makina Sanayi ve Ticaret A.Ş.,Bursa,Demir ve Demir Dışı Metaller
Çetin Civata Sanayi ve Ticaret Anonim Şirketi,İstanbul,İmalat Sanayi
Çilek Mobilya A.Ş.,Bursa,Mobilya
Çimsa Çimento Sanayi Ticaret A.Ş.,Mersin,Çimento ve Çimento Ürünleri
Çimtaş Çelik İmalat Montaj Ve Tesisat Anonim Şirketi,Bursa,Makine ve Teçhizat İmalatı
Çizgi Teknoloji Elektronik Tasarım ve Üretim A.Ş.,İstanbul,Bilgisayar ve İletişim Teknolojileri
Çolakoğlu Mühendislik Makina San. Ve Tic. Ltd. Şti.,Trabzon,Makine ve Teçhizat İmalatı
Çözüm Makina Sanayi ve Ticaret Ltd. Şti.,İstanbul,İmalat Sanayi
Çözümevi Yönetim Danışmanlığı ve Bilgisayar Yazılım Ticaret Anonim Şirketi,İstanbul,Bilgisayar ve İletişim Teknolojileri
Çuhadaroğlu Metal Sanayi ve Pazarlama A.Ş.,İstanbul,Demir ve Demir Dışı Metaller
Çukurova Kimya Endüstrisi A.Ş.,Manisa,Kimya
Çukurova Makina İmalat ve Ticaret A.Ş.,Mersin,Makine ve Teçhizat İmalatı
D Fast Dağıtım Hizmetleri Ve Lojistik Anonim Şirketi,İstanbul,Ulaştırma ve Lojistik
D Ödeme Elektronik Para ve Ödeme Hizmetleri A.Ş.,İstanbul,Yazılım
Daikin Isıtma Ve Soğutma Sistemleri Sanayi Ticaret Anonim Şirketi,Sakarya,İklimlendirme
Dalgakıran Makina Sanayi ve Ticaret A.Ş.,Kocaeli,Makine ve Teçhizat İmalatı
Danone Tikveşli Gıda Ve İçecek San. Ve Tic. A.Ş.,Kırklareli,Gıda Sanayi
Dardanel Önentaş Gıda San. A.Ş.,Çanakkale,Gıda Sanayi
Datamind Bilişim Anonim Şirketi,İstanbul,Bilgisayar ve İletişim Teknolojileri
Dedem Elektrik Taahhüt Otomasyon Elektronik San. ve Tic. A.Ş.,İzmir,Makine ve Teçhizat İmalatı
Defacto Perakende Ticaret Anonim Şirketi,İstanbul,Perakendecilik
Defne Telekomünikasyon A.Ş.,İstanbul,Telekomünikasyon
Deka Elektronik Sanayi ve Ticaret A.Ş.,İstanbul,Elektronik
Deka Teknoloji Bilişim Hizmetleri ve Tic. A.Ş.,İstanbul,Bilgisayar ve İletişim Teknolojileri
Dekor Ahşap Ürünleri Sanayii A.Ş.,Kocaeli,Mobilya
Deltav Uzay Teknolojileri A.Ş.,İstanbul,Savunma Sanayi
Demir Export A.Ş.,Ankara,Madencilik
Demircioğlu Şase Endüstriyel Yağ Otomotiv Tekstil Gıda İnşaat San. Ve Tic. A.Ş.,Bursa,Otomotiv Yan Sanayi
Demisaş Döküm Emaye Mamulleri Sanayi A.Ş.,Bilecik,Dökümcülük
Demo Plastik Ürünleri San. ve Tic. A.Ş.,Bursa,Lastik-Plastik-Kauçuk
Demsay Elektronik Sanayi ve Ticaret Anonim Şirketi,İstanbul,Elektronik
Dener Makina Sanayi ve Ticaret Anonim Şirketi,Kayseri,Makine ve Teçhizat İmalatı
Denge Kimya ve Tekstil San. Tic. A.Ş.,Tekirdağ,Kimya
Dentaş Kağıt Sanayi A.Ş.,Denizli,Kağıt ve Kağıt Ürünleri
Desi Alarm Ve Güvenlik Sistemleri Sanayi Ve Ticaret Anonim Şirketi,İstanbul,Elektronik
Desird Tasarım Arge Anonim Şirketi,Antalya,Mühendislik/Mimarlık Faaliyetleri
Destek Otomotiv Yan Sanayi ve Ticaret Anonim Şirketi,Bursa,Otomotiv Yan Sanayi
Detay Danışmanlık Bilgisayar Hizmetleri Sanayi ve Dış Ticaret Anonim Şirketi,İstanbul,Yazılım
Detay Gıda Sanayi ve Ticaret A.Ş.,İstanbul,Gıda Sanayi
Detay Teknoloji Yazılım Danışmanlık Ve Bilgisayar Hizmetleri Ticaret Sanayi Anonim Şirketi,Sivas,Yazılım
Deva Holding A.Ş.,Tekirdağ,İlaç
Dfds Denizcilik ve Taşımacılık A.Ş.,İstanbul,Ulaştırma ve Lojistik
Dhl Lojistik Hizmetleri A.Ş.,İstanbul,Ulaştırma ve Lojistik
DHL Worldwide Express Taşımacılık ve Ticaret A.Ş.,İstanbul,Bilgisayar ve İletişim Teknolojileri
Dia Pro Tıbbi Ürünler Sanayi ve Ticaret Anonim Şirketi,Kocaeli,Sağlık
Dicle Elektrik Dağıtım A.Ş.,Diyarbakır,Enerji
Dikkan Gemi Ve Endüstriyel Vana Sanayi Ticaret Anonim Şirketi,İzmir,Makine ve Teçhizat İmalatı
Dimes Gıda San. ve Tic. A.Ş.,İzmir,Gıda Sanayi
Dinçer Bilişim Teknoloji ve Eğitim Anonim Şirketi,İstanbul,Bilgisayar ve İletişim Teknolojileri
Diniz Adient Oto Donanım Sanayi Ve Ticaret A.Ş.,Bursa,Otomotiv Yan Sanayi
Dip Bilgisayar Yazılım Ticaret Anonim Şirketi,İstanbul,Yazılım
Dirinler Makina Sanayi Ve Ticaret A.Ş.,İzmir,Makine ve Teçhizat İmalatı
Ditaş Doğan Yedek Parça İmalat ve Teknik A.Ş.,Niğde,Otomotiv Yan Sanayi
Dlt Turizm Ve Ticaret Anonim Şirketi,İstanbul,Yazılım
D-Market Elektronik Hizmetler ve Tic. A.Ş. (Sancaktepe),İstanbul,Yazılım
D-Market Elektronik Hizmetler ve Tic. A.Ş. (Şişli),İstanbul,Yazılım
Dms Dilmenler Makina ve Tekstil San. Tic. A.Ş.,Tekirdağ,Makine ve Teçhizat İmalatı
DMY Elektrik Otomasyon Aydınlatma Sanayi ve Ticaret A.Ş.,İstanbul,Elektronik
Dof Robotik Sanayi Anonim Şirketi,İstanbul,Makine ve Teçhizat İmalatı
Doğu İklimlendirme San. ve Tic. A.Ş.,İzmir,İklimlendirme
Doğu Pres Otomotiv Ve Teknik Sanayi Ve Ticaret Anonim Şirketi,Bursa,Otomotiv Yan Sanayi
Doğuş Bilgi İşlem Ve Teknoloji Hizmetleri Anonim Şirketi,İstanbul,Bilgisayar ve İletişim Teknolojileri
Doğuş Vana ve Döküm San. Tic. A.Ş.,Manisa,Makine ve Teçhizat İmalatı
Dok-San Denizli Dokuma Sanayi ve Ticaret A.Ş.,Denizli,Tekstil
Doktor Tarsa Tarım Sanayi ve Ticaret A.Ş.,Antalya,Tarım
Dollvet Biyoteknoloji Anonim Şirketi,Şanlıurfa,Sağlık
Donanım Haber Elektronik Yayıncılık Ltd. Şti.,İstanbul,Medya ve İletişim
Doruk İletişim Ve Otomasyon Sanayi Ve Ticaret Anonim Şirketi,İstanbul,Telekomünikasyon
Döhler Gıda Sanayi A.Ş. (Karaman),Karaman,Gıda Sanayi
Döhler Gıda Sanayi Anonim Şirketi (İstanbul),İstanbul,Gıda Sanayi
Döksan Isıl İşlem ve Ar-Ge Merkezi A.Ş.,Ankara,Dökümcülük
Döktaş Dökümcülük Ticaret ve Sanayi A.Ş. (Bursa),Bursa,Dökümcülük
Döktaş Dökümcülük Ticaret ve Sanayi A.Ş. (Manisa),Manisa,Dökümcülük
Dönmez Debriyaj Sanayi ve Ticaret A.Ş.,İzmir,Otomotiv Yan Sanayi
Drc Kauçuk Sanayi Ticaret Anonim Şirketi,Sakarya,Lastik-Plastik-Kauçuk
Drone Tech Savunma Sanayi ve Ticaret Anonim Şirketi,Giresun,Savunma Sanayi
Dsm Grup Danışmanlık İletişim ve Satış Ticaret A.Ş. (İstanbul),İstanbul,Bilgisayar ve İletişim Teknolojileri
Dsm Grup Danışmanlık İletişim ve Satış Ticaret A.Ş. (Kocaeli),Kocaeli,Ulaştırma ve Lojistik
Durden Plastik Ürünler Yapışkan Film Tic. San. A.Ş.,Bilecik,Otomotiv Yan Sanayi
Durmazlar Makine Sanayi ve Ticaret A.Ş.,Bursa,Makine ve Teçhizat İmalatı
Durukan Şekerleme San. ve Tic. A.Ş.,Ankara,Gıda Sanayi
Durum Gıda Sanayi ve Ticaret Anonim Şirketi (Arbella),Mersin,Gıda Sanayi
Dyo Boya Fabrikaları San. ve Tic. A.Ş. (Kocaeli),Kocaeli,Kimya
Dyo Boya Fabrikaları Sanayi ve Ticaret A.Ş. (İzmir),İzmir,Kimya
E Data Elektronik Sanayi ve Ticaret A.Ş.,İstanbul,Elektronik
Eae Elektrik Asansör Endüstrisi İnşaat San. ve Tic. A.Ş.,İstanbul,Elektronik
EAE Elektrik Aydınlatma Endüstri Sanayi ve Ticaret A.Ş.,Kocaeli,Elektronik
Eae Teknoloji Araştırma Geliştirme Sanayi ve Ticaret A.Ş.,İstanbul,Elektronik
E-berk Makina Metalurji İnşaat Turizm Danışmanlık İthalat İhracat Sanayi Ve Ticaret A.Ş.,Ankara,Makine ve Teçhizat İmalatı
Ece Boya Kimya Sanayi ve Ticaret A.Ş.,Kocaeli,Kimya
Eczacıbaşı Bilişim Sanayi ve Ticaret Anonim Şirketi,İstanbul,Bilgisayar ve İletişim Teknolojileri
Eczacıbaşı Yapı Gereçleri Sanayi ve Ticaret A.Ş.,Bilecik,Seramik ve Refrakter
Eds Elektronik Destek Sanayi Ve Ticaret Limited Şirketi,İstanbul,Elektronik
Effe Endüstri Otomasyon A.Ş.,Tekirdağ,Makine ve Teçhizat İmalatı
EFG Elektrik Enerji Anonim Şirketi,Diyarbakır,Enerji
Ege Dinamik Mühendislik Elektromekanik Enerji Ve Robot Sistemleri Sanayi Ve Ticaret Anonim Şirketi,İzmir,Savunma Sanayi
Ege Endüstri ve Ticaret A.Ş.,İzmir,Otomotiv Yan Sanayi
Ege Fren Sanayii ve Ticaret A.Ş.,İzmir,Otomotiv Yan Sanayi
Ege Profil Tic. ve San. A.Ş.,İzmir,Kimya
Egger Dekor Anonim Şirketi,Kocaeli,Orman Ürünleri
E-Kalite Yazılım Donanım Mühendislik Tasarım Ve İnternet Hizmetleri Sanayi Ticaret Limited Şirketi,Ankara,Bilgisayar ve İletişim Teknolojileri
Eker Süt Ürünleri Gıda San. Ve Tic. A.Ş.,Bursa,Gıda Sanayi
Ekol Lojistik A.Ş.,İstanbul,Ulaştırma ve Lojistik
Eksagate Elektronik Mühendislik ve Bilgisayar San. Tic. A.Ş.,İstanbul,Bilgisayar ve İletişim Teknolojileri
Eksoy Kimya Sanayi ve Ticaret A.Ş.,Adana,Kimya
Eksun Gıda Tarım Sanayi Ve Ticaret Anonim Şirketi,Tekirdağ,Gıda Sanayi
Ektam Makine Sanayi ve Ticaret A.Ş.,İzmir,Makine ve Teçhizat İmalatı
Elatek Kauçuk Sanayi ve Ticaret A.Ş.,Bursa,Otomotiv Yan Sanayi
Elekse Elektronik Para ve Ödeme Kuruluşu Anonim Şirketi,İstanbul,Bankacılık ve Finans
Elektra Elektronik Sanayi ve Ticaret A.Ş.,İstanbul,Elektronik
Elektral Elektromekanik San. ve Tic. A.Ş.,İzmir,Savunma Sanayi
Elf Prefabrik Beton Yapı Elemanları İnşaat Sanayi ve Ticaret Anonim Şirketi,Ankara,İmalat Sanayi
Elfatek Elektronik Makina Ve Otomasyonu Sanayi Ticaret Limited Şirketi,Konya,Elektronik
Eliar Elektronik Sanayi A.Ş.,İstanbul,Elektronik
Elk Motor San. ve Tic. A.Ş.,Tekirdağ,Makine ve Teçhizat İmalatı
Elkon Elektrik Sanayi ve Ticaret A.Ş.,İstanbul,Elektronik
Elkon Elevatör Konveyör ve Makina San. ve Tic. A.Ş.,Tekirdağ,Makine ve Teçhizat İmalatı
Elsis Elektronik Sistemler Sanayi A.Ş.,Ankara,Elektronik
Elso Kimya Sanayi ve Ticaret A.Ş.,İstanbul,Kimya
Eltaş Transformatör San. ve Tic. A.Ş.,İzmir,Enerji
Elvan Gıda Sanayi Ve Ticaret A.Ş.,İstanbul,Gıda Sanayi
Elyaf Tekstil Sanayi ve Ticaret Anonim Şirketi,Bursa,Tekstil
Emas Makina Sanayi A.Ş.,Manisa,Makine ve Teçhizat İmalatı
Emin Evim Tasarruf Finansmanı Anonim Şirketi,İstanbul,Bilgisayar ve İletişim Teknolojileri
Emirali Tekstil Konfeksiyon Sanayi ve Ticaret Anonim Şirketi,Bursa,Tekstil
Emko Elektronik Sanayi ve Ticaret A.Ş.,Bursa,Elektronik
Emlak Konut Asansör Sistemleri Sanayi ve Ticaret Anonim Şirketi,İstanbul,İnşaat
Emlakjet İnternet Hizmetleri ve Gayrimenkul Danışmanlık A.Ş.,İstanbul,Yazılım
Empa Elektronik Sanayi ve Ticaret Anonim Şirketi,İstanbul,Elektronik
Endoks Enerji A.Ş.,Ankara,Enerji
Endüstriyel Elektrik Elektronik San. ve Tic. A.Ş.,Konya,Elektronik
Eneko Havalandırma ve Isı Ekonomisi Sist. Tekn. Mak. San. ve Tic. A.Ş.,İzmir,İklimlendirme
Enel Enerji Elektronik Sanayi ve Ticaret A.Ş.,Kütahya,Enerji
Enmos Endüstriyel Otomasyon Elektronik İmalat San. Tic. A.Ş.,İstanbul,Makine ve Teçhizat İmalatı
Entegro Enerji Sistemleri Sanayi ve Ticaret Ltd. Şti,İzmir,Enerji
Entes Elektronik Cihazlar İmalat ve Tic. A.Ş.,İstanbul,Elektronik
Entil End. Yat. Tic. A.Ş.,Eskişehir,Dökümcülük
Enuygun Com İnternet Bilgi Hiz. Tek. ve Tic. A.Ş.,İstanbul,Bilgisayar ve İletişim Teknolojileri
Enza Zaden Tarım Araştırma Geliştirme Taşımacılık ve Ticaret Anonim Şirketi,Antalya,Tarım
Epsan Plastik Sanayi ve Ticaret A.Ş.,Bursa,Lastik-Plastik-Kauçuk
Epsilon Elektronik Sanayi Ve Tic. A.Ş.,İstanbul,Medikal
Era Pharma Analitik Çöz. ve İlaç San. Tic. A.Ş.,İstanbul,İlaç
Erak Giyim Sanayi ve Ticaret A.Ş.,Tekirdağ,Tekstil
Eralp Makine Kazan Kimya Ve Ekipmanları Sanayi Ve Ticaret Anonim Şirketi,Bursa,Makine ve Teçhizat İmalatı
Erbab Otomat ve Yedek Parça Sanayi ve Ticaret Limited Şirketi,Bursa,Otomotiv Yan Sanayi
Er-Bakır Elektrolitik Bakır Mamulleri A.Ş.,Denizli,Dökümcülük
Erbay Alüminyum İnş. San. ve Tic. A.Ş.,Kocaeli,Demir ve Demir Dışı Metaller
Erca Group Kimya San. ve Tic. A.Ş.,Tekirdağ,Kimya
Ereğli Demir Ve Çelik Fabrikaları T. A.Ş.,Zonguldak,Demir ve Demir Dışı Metaller
Eren Balatacılık Sanayi Ve Ticaret Anonim Şirketi,İzmir,Otomotiv Yan Sanayi
Eren Perakende ve Tekstil A.Ş.,Tekirdağ,Tekstil
Eren Transformatör Sanayi ve Ticaret Anonim Şirketi,Ankara,Enerji
Erenli Saç Profil Kauçuk ve Plastik A.Ş.,İzmir,Lastik-Plastik-Kauçuk
Eretim Bilgisayar Hizmetleri ve Danışmanlık Limited Şirketi,İstanbul,Yazılım
Ergin Otomasyon Proses Makina Sanayi ve Ticaret A.Ş.,Bursa,Makine ve Teçhizat İmalatı
Erikoğlu Emaye Bakır Tel San. A.Ş.,Denizli,Demir ve Demir Dışı Metaller
Erin Motor Sanayi Ve Ticaret Anonim Şirketi,İstanbul,Makine ve Teçhizat İmalatı
Erişler Gıda Sanayi ve Ticaret A.Ş.,Tekirdağ,Gıda Sanayi
ERKA Etkinlik ve Turizm A.Ş,İstanbul,Yazılım
Erkunt Sanayi Anonim Şirketi,Ankara,Dökümcülük
Erkunt Traktör Sanayii A.Ş.,Ankara,Otomotiv
Ermaksan Makine Sanayi Ve Ticaret A.Ş.,Bursa,Makine ve Teçhizat İmalatı
Ermetal Otomotiv ve Eşya San. Tic. A.Ş.,Bursa,Otomotiv Yan Sanayi
Ersa Mobilya Sanayi ve Ticaret A.Ş.,Ankara,Mobilya
Erse Kablo San. Ve Tic. A.Ş.,İstanbul,Elektronik
Erstream Yayıncılık A.Ş.,İstanbul,Yazılım
Ertunç Özcan Sağlık Tesisleri Ve Tıbbi Cihazlar İnşaat Sanayi Ticaret A.Ş.,Ankara,Sağlık
Eryiğit Tıbbi Cihazlar A.Ş.,Ankara,Makine ve Teçhizat İmalatı
Esalba Metal Sanayi ve Ticaret A.Ş.,Eskişehir,İmalat Sanayi
Esan Akümülatör ve Malzemeleri San. Tic. A.Ş.,Kocaeli,Enerji
Esan Eczacıbaşı Endüstriyel Hammaddeler Sanayi ve Ticaret A.Ş.,İstanbul,Madencilik
Esit Elektronik Anonim Şirketi,İstanbul,Elektronik
Eska Valve Anonim Şirketi,Sakarya,İmalat Sanayi
Eskim Kimya Sanayi ve Ticaret Anonim Şirketi,Eskişehir,Kimya
Estaş Eksantrik Sanayi Ve Ticaret A.Ş.,Sivas,Otomotiv Yan Sanayi
Etapak Baskı Ambalaj Sanayi ve Ticaret A.Ş.,İzmir,Ambalaj
Eti Gıda Sanayi ve Ticaret A.Ş.,Eskişehir,Gıda Sanayi
Eti Krom A.Ş.,Elazığ,Madencilik
Eti Makine Sanayi ve Ticaret A.Ş.,Eskişehir,Makine ve Teçhizat İmalatı
Etka-D Otomotiv Plastik Kalıp Sanayi ve Ticaret Limited Şirketi,Bursa,Lastik-Plastik-Kauçuk
Etkin Tıbbi Cihazlar Sanayi ve Ticaret Anonim Şirketi,İzmir,Sağlık
Euro Gıda Sanayi ve Ticaret Anonim Şirketi,İzmir,Gıda Sanayi
Europower Enerji Ve Otomasyon Teknolojileri Sanayi Ve Ticaret A.Ş.,Ankara,Enerji
Eurotec Mühendislik Plastikleri San. ve Tic. A.Ş.,Tekirdağ,Lastik-Plastik-Kauçuk
Evam Yazılım Danışmanlık A.Ş.,İstanbul,Yazılım
Eve Mağazacılık A.Ş.,İstanbul,Perakendecilik
Evinoks Servis Ekipmanları San. Tic. A.Ş.,Bursa,Mobilya
"Evyap Sabun, Yağ Gliserin Sanayi ve Ticaret A.Ş.",İstanbul,Kozmetik ve Temizlik Ürünleri
Exeltis İlaç Sanayii ve Ticaret Anonim Şirketi,Tekirdağ,İlaç
Eys Endüstri Makina San. ve Tic. A.Ş.,Aydın,Makine ve Teçhizat İmalatı
Ezel Kozmetik İth. İhr. Tic. ve San. A.Ş.,Sivas,Kozmetik ve Temizlik Ürünleri
F.I.T. Bilgi İşlem Sistemleri Serv. San. ve Tic. A.Ş.,İstanbul,Yazılım
F.S.S. Fren Sistemleri Sanayi ve Ticaret Ltd. Şti.,Bursa,Otomotiv Yan Sanayi
Fada Mühendislik ve Makina San. ve Tic. A.Ş.,Sakarya,Makine ve Teçhizat İmalatı
Farba Otomotiv A.Ş.,Kocaeli,Otomotiv Yan Sanayi
Farben Deri ve Kimyevi Maddeler San. ve Tic. A.Ş.,İstanbul,Kimya
Farel Plastik Elektrik ve Elektronik İmalat Sanayi A.Ş.,Tekirdağ,Lastik-Plastik-Kauçuk
Farform Otomotiv Sanayi Ve Ticaret A.ş.,Kocaeli,Otomotiv Yan Sanayi
Farmatek İlaç Sanayi Ve Ticaret A.ş.,Kırklareli,İlaç
Farplas Otomotiv A.Ş.,Kocaeli,Otomotiv Yan Sanayi
Faz Elektrik Motor Makina San. ve Ticaret A.Ş.,İzmir,Elektronik
Federal Elektrik Yatırım ve Ticaret A.Ş.,Sakarya,Elektronik
Feka Otomotiv Sanayi Ve Ticaret A.Ş.,Bursa,Otomotiv Yan Sanayi
Fergani Uzay Teknolojileri Bilişim San. ve Tic. A.Ş.,İstanbul,Havacılık
Ferkan Yedek Parça Ve Makine Sanayii Ve Ticaret A.Ş.,Bursa,Otomotiv Yan Sanayi
Fernas Alçı San. ve Tic. A.Ş.,Batman,Kimya
Ferro Döküm Dış Ticaret San. ve Tic. A.Ş.,Kocaeli,Dökümcülük
Fersan Fermantasyon Ürünleri Sanayi ve Ticaret Anonim Şirketi,İzmir,Gıda Sanayi
Fibabanka A.Ş.,İstanbul,Bankacılık ve Finans
Fiberr Fiber Reinforced Resins Kompozit Teknolojileri Dış Ticaret Anonim Şirketi,Manisa,İmalat Sanayi
Fibrobeton Yapı Elemanları Sanayi İnşaat Ve Ticaret Anonim Şirketi,Düzce,İmalat Sanayi
Figes Fizik Ve Geometride Bilgisayar Simülasyonu Hizmet Ticaret A.Ş.,Ankara,Bilgisayar ve İletişim Teknolojileri
Fimak Fırın Makinaları İmalatı Sanayi ve Ticaret A.Ş.,Konya,Makine ve Teçhizat İmalatı
Fkt Koltuk Sistemleri A.Ş.,Bursa,Otomotiv Yan Sanayi
Flokser Kimya Sanayi ve Ticaret A.Ş.,İstanbul,Kimya
Floteks Plastik Sanayi ve Ticaret Anonim Şirketi,Bursa,Otomotiv Yan Sanayi
FNSS Savunma Sistemleri A.Ş.,Ankara,Savunma Sanayi
Fompak Ambalaj Ve Poliüretan Sanayi Ve Ticaret A.Ş.,Bursa,Otomotiv Yan Sanayi
Fonet Bilgi Teknolojileri A.Ş.,Ankara,Yazılım
Ford Otomotiv Sanayi A.Ş. (Ankara),Ankara,Otomotiv
Ford Otomotiv Sanayi A.Ş. (Gölcük),Kocaeli,Otomotiv
Ford Otomotiv Sanayi A.Ş. (İnönü),Eskişehir,Otomotiv
Ford Otomotiv Sanayi A.Ş. (Sancaktepe),İstanbul,Otomotiv
Form Endüstri Tesisleri San. A.Ş.,İzmir,İmalat Sanayi
Formfleks Otomotiv Yan Sanayi ve Ticaret A.Ş.,Bursa,Otomotiv Yan Sanayi
Franke Mutfak ve Banyo Sistemleri Sanayi ve Ticaret Anonim Şirketi,Manisa,İklimlendirme
Freudenberg Sealing Technologies Sanayi ve Ticaret Anonim Şirketi,Bursa,Otomotiv Yan Sanayi
Frimpeks Kimya ve Etiket Sanayi Ticaret Anonim Şirketi,Tekirdağ,Ambalaj
Friterm Termik Cihazlar Sanayi ve Ticaret A.Ş.,İstanbul,İklimlendirme
"Fts Filtrasyon, Arıtım Sis. San. ve Tic. A.Ş.",Ankara,Makine ve Teçhizat İmalatı
G Teknoloji Bilişim Sanayi ve Ticaret Anonim Şirketi,İstanbul,Yazılım
Galsan Plastik Ve Kalıp Sanayi Anonim Şirketi,Kocaeli,Otomotiv Yan Sanayi
Gamak Makine Sanayi A.Ş.,İstanbul,Makine ve Teçhizat İmalatı
Gamateks Tekstil Sanayi Ve Ticaret A.Ş.,Denizli,Tekstil
Garanti Giyim Kompozit Teknolojileri Sanayi ve Ticaret A.Ş.,Yozgat,Tekstil
Gardiyan Sistem Güvenlik Teknolojileri Anonim Şirketi,Ankara,Yazılım
Gates Endüstriyel Metal Kauçuk Sanayi ve Ticaret A.Ş.,İzmir,Otomotiv Yan Sanayi
GE Marmara Technology Center Mühendislik Hizmetleri Limited Şirketi,İstanbul,Mühendislik/Mimarlık Faaliyetleri
Gedik Kaynak San. ve Tic. A.Ş.,Sakarya,Demir ve Demir Dışı Metaller
Gedik Tavukçuluk Ve Tarım Ürünleri Ticaret San. A.Ş.,Uşak,Gıda Sanayi
Gemak Gemi İnş. San. ve Tic. A.Ş.,İstanbul,Denizcilik
Gemak Gıda Endüstri Makinaları Ve Ticaret Anonim Şirketi,Ankara,İmalat Sanayi
Gemciler Güven Metal San. ve Tic. A.Ş.,Kahramanmaraş,Demir ve Demir Dışı Metaller
Gen İlaç ve Sağlık Ürünleri Sanayi Ticaret Anonim Şirketi,Ankara,İlaç
Genex Yazılım A.Ş.,İstanbul,Yazılım
Gensenta İlaç Sanayi Ve Ticaret Anonim Şirketi,İstanbul,İlaç
Gentaş Kimya Sanayi ve Ticaret Pazarlama A.Ş.,Kocaeli,Kimya
Genveon İlaç Sanayi ve Ticaret Anonim Şirketi,Kocaeli,İlaç
Ges Teknik Klima Kontrol Ve Otomasyon Sistemleri Sanayi Ticaret Anonim Şirketi,İstanbul,Elektronik
Gesbey Enerji Türbini Kule Üretim Sanayi ve Ticaret Anonim Şirketi,Balıkesir,Enerji
Getir Perakende Lojistik Anonim Şirketi,İstanbul,Yazılım
Getir Teknolojik Hizmetler A.Ş.,İstanbul,Yazılım
GG Soft Yazılım Hizmetleri Anonim Şirketi,İstanbul,Yazılım
Global Bilgi Pazarlama Danışmanlık ve Çağrı Servisi Hizm. A.Ş.,İstanbul,Bilgisayar ve İletişim Teknolojileri
Golive Yazılım Hizmetleri Anonim Şirketi,İstanbul,Yazılım
Gökçek Makina Sanayi ve Ticaret Anonim Şirketi,Ankara,İmalat Sanayi
Göknur Gıda Maddeleri Enerji İml. İth. İhr. Tic. ve San. A.Ş.,Niğde,Gıda Sanayi
Grammer Koltuk Sistemleri Sanayi ve Ticaret A.Ş.,Bursa,Otomotiv Yan Sanayi
Green Chemicals Kimyasal Maddeler Sanayi ve Ticaret A.Ş.,Kocaeli,Kimya
Green Transfo Energy Turkey Enerji Endüstrisi San. ve Tic. A.Ş.,Kocaeli,Enerji
Grid Solutions Enerji Endüstrisi Anonim Şirketi,Kocaeli,Enerji
GST Elektronik A.Ş.,Uşak,Elektronik
Gtc Güneş Sanayi Ve Ticaret A.Ş.,Adıyaman,Enerji
Gübre Fabrikaları T. A.Ş.,Kocaeli,Kimya
Gülçiçek Kimya ve Uçanyağlar Sanayi ve Ticaret A.Ş.,Kocaeli,Kimya
