name,city,sector
Güleryüz Karoseri Otomotiv Sanayi Ve Ticaret Anonim Şirketi,Bursa,Otomotiv
Gülle Entegre Tekstil İşletmeleri Eml. Dan. San. ve Tic. A.Ş.,Tekirdağ,Tekstil
Gümüş Arslan Genel Mak. İmal. Ener. ve Isı Sis. San. Tic. Ltd. Şti.,Bursa,Makine ve Teçhizat İmalatı
Güncel Yazılım Bilgisayar Elektronik Sanayi ve Ticaret Limited Şirketi,Bursa,Yazılım
Güney Agripark Tarımsal Araştırmalar San. ve Tic. A.Ş.,Antalya,Tarım
Güralp Vinç Ve Makine Konstrüksiyon Sanayi Ve Ticaret Anonim Şirketi,İzmir,Makine ve Teçhizat İmalatı
Gürçelik Makine End. Otom. Sist. San. Tic. A.Ş.,Kocaeli,Makine ve Teçhizat İmalatı
Gürdesan Gemi Makine Sanayi Ve Ticaret Anonim Şti.,Kocaeli,Denizcilik
Gürgenler Metal Şekillendirme İşleme Sanayi ve Tic. A.Ş.,Ankara,İmalat Sanayi
Gürmat Elektrik Üretim A.Ş.,Aydın,Enerji
Güven Mühendislik Makina Kimya ve Elektronik Anonim Şirketi,Kayseri,Makine ve Teçhizat İmalatı
Güzelcan Suni Deri Tekstil Sanayi ve Ticaret Anonim Şirketi,İzmir,Tekstil
Gvg Danışmanlık Anonim Şirketi,İstanbul,Yazılım
Hacı Ayvaz End. Mam. San. ve Tic. A.Ş.,İstanbul,Demir ve Demir Dışı Metaller
Haffner Makina San. Tic. A.Ş.,İstanbul,Makine ve Teçhizat İmalatı
Hangisi İnternet ve Bilgi Hizmetleri A.Ş.,İstanbul,Bilgisayar ve İletişim Teknolojileri
Harput Tekstil Sanayi ve Ticaret A.Ş.,Bursa,Tekstil
Has Fasteners Vida Bağlantı Elemanları A.Ş.,Kocaeli,Demir ve Demir Dışı Metaller
Hasçelik Kablo Sanayi Ve Ticaret A.Ş.,Kayseri,Enerji
Hassan Tekstil San. ve Tic. A.Ş.,İstanbul,Tekstil
Hastavuk Gıda Tarım Hayvancılık San. ve Tic. A.Ş.,Balıkesir,Hayvancılık
Hatko Teknik Donanımlar Mümessilik Ve Ticaret A.Ş.,İstanbul,Makine ve Teçhizat İmalatı
Haus Makina Sanayi Ticaret Anonim Şirketi,Aydın,Makine ve Teçhizat İmalatı
Havelsan Hava Elektronik Sanayi Ve Ticaret A.Ş. (Ankara),Ankara,Savunma Sanayi
Havelsan Hava Elektronik Sanayi Ve Ticaret A.Ş. (İstanbul),İstanbul,Savunma Sanayi
Havelsan Hava Elektronik Sanayi Ve Ticaret A.Ş. (ODTÜ-Teknokent),Ankara,Bilgisayar ve İletişim Teknolojileri
Havelsan Teknoloji Radar (HTR) Sanayi Ve Ticaret Anonim Şirketi,Ankara,Savunma Sanayi
Hayat Kimya Sanayi A.Ş.,Kocaeli,Kimya
Heksagon Mühendislik Ve Tasarım A.Ş.,Kocaeli,Otomotiv Tasarımı ve Mühendislik
Hektaş Ticaret Türk A.Ş. (Gebze Şubesi),Kocaeli,Tarım
Hektaş Ticaret Türk A.Ş. (Orhangazi Şubesi),Bursa,Tarım
Helba İlaç İç ve Dış Sanayi Ticaret Anonim Şirketi,İstanbul,İlaç
Hema Endüstri A.Ş.,Tekirdağ,Otomotiv Yan Sanayi
Heriş Seramik ve Turizm San. A.Ş.,Kütahya,Seramik ve Refrakter
Hey Teknoloji Yazılım Danışmanlık Sanayi ve Ticaret Limited Şirketi,Kahramanmaraş,Yazılım
Hidroan Ankara Hidrolik Makina Sanayi Ticaret Ltd. Şti.,Ankara,Makine ve Teçhizat İmalatı
Hidromek - Hidrolik ve Mekanik Makina İmalat Sanayi ve Ticaret A.Ş. (Ar-Ge 1),Ankara,Makine ve Teçhizat İmalatı
Hidromek - Hidrolik ve Mekanik Makina İmalat Sanayi ve Ticaret A.Ş. (Ar-Ge 2),Ankara,Makine ve Teçhizat İmalatı
Hidropar Hareket Kontrol Teknolojileri Merkezi Sanayi Ve Ticaret Anonim Şirketi,Kocaeli,Makine ve Teçhizat İmalatı
Hid-Tek Mak. San. Tic. Ltd. Şti.,Bursa,Makine ve Teçhizat İmalatı
Hisar Sağlık Hizmetleri Eğt. Araş. ve Tıbbi Cihaz İnşaat San. ve Tic. A.Ş.,İstanbul,Bilgisayar ve İletişim Teknolojileri
Hisarlar Makina Sanayi ve Ticaret A.Ş.,Eskişehir,Makine ve Teçhizat İmalatı
Hit Bilişim Danışmanlık Hizmetleri Sanayi ve Ticaret A.Ş.,İstanbul,Yazılım
Hks Has Asansör A.Ş.,Bursa,Makine ve Teçhizat İmalatı
Hometech Elektronik Sanayi ve Ticaret Anonim Şirketi,İstanbul,Elektronik
Horoz Lojistik Kargo Hizmetleri ve Ticaret Anonim Şirketi,İstanbul,Ulaştırma ve Lojistik
Huawei Telekomünikasyon Dış Ticaret Ltd. Şti.,İstanbul,Telekomünikasyon
Hugin Ödeme Sistemleri Anonim Şirketi,İstanbul,Makine ve Teçhizat İmalatı
Humanis Sağlık A.Ş.,Tekirdağ,İlaç
"Ibtech Uluslararası Bilişim Ve İletişim Teknolojileri Araştırma, Geliştirme, Danışmanlık, Destek San. ve Tic. A.Ş.",İstanbul,Yazılım
Icm Makina Ve Mühendislik Ltd.şti.,Kocaeli,Makine ve Teçhizat İmalatı
Ideasoft Yazılım San. ve Tic. A.Ş.,İstanbul,Bilgisayar ve İletişim Teknolojileri
IFF Aroma Esans Sanayi ve Ticaret A.Ş.,Kocaeli,Gıda Sanayi
Ihı Dalgakıran Makina Sanayi ve Ticaret A.Ş.,Kocaeli,Makine ve Teçhizat İmalatı
Ilsan Tekstil San. ve Tic. A.Ş.,Malatya,Tekstil
Inavitas Enerji A.Ş.,Ankara,Enerji
Ind Yazılım Bilişim Teknolojileri San. ve Tic. A.Ş.,İstanbul,Yazılım
Innosa Yazılım Teknolojileri Anonim Şirketi,İzmir,Yazılım
Innovance Bilgi Teknolojileri A.Ş.,İstanbul,Bilgisayar ve İletişim Teknolojileri
Inomera Arge ve Bilişim Hizmetleri A.Ş.,İstanbul,Yazılım
Intecon Bilişim Ve Danışmanlık Hizm. Tic. Ltd. Şti.,İzmir,Bilgisayar ve İletişim Teknolojileri
"Intecro Robotik, Otomasyon, Arge, Mühendislik, Makina San. Tic. A.Ş.",Ankara,Makine ve Teçhizat İmalatı
Interprobe Bilgi Teknolojileri A.Ş.,Ankara,Yazılım
Inveon Bilgi Teknolojileri Dan. Ve Tic. A.Ş.,İstanbul,Yazılım
Işık Plastik San. ve Dış Tic. Paz. A.Ş.,Kocaeli,Lastik-Plastik-Kauçuk
Işık Tarım Ürünleri San. Ve Tic. A.Ş.,İzmir,Tarım
Işıksoy Tekstil A.Ş.,Bursa,Tekstil
İba Kimya Sanayi ve Ticaret A.Ş.,Ankara,Kimya
İbraş Kauçuk Otomotiv Yan Sanayi ve Ticaret A.Ş.,Bursa,Otomotiv Yan Sanayi
İdea Teknoloji Çözümleri Bilgisayar San. ve Tic. A.Ş.,İstanbul,Yazılım
İGDAŞ-İstanbul Gaz Dağıtım Sanayi ve Ticaret A.Ş.,İstanbul,Mühendislik/Mimarlık Faaliyetleri
İğrek Makina Sanayi Ve Ticaret A.Ş.,Bursa,Makine ve Teçhizat İmalatı
İhlas Ev Aletleri İmalat San. ve Tic. A.Ş.,İstanbul,Dayanıklı Tüketim Malları
İhs Kurumsal Teknoloji Hizmetleri A.Ş.,İstanbul,Bilgisayar ve İletişim Teknolojileri
İlab Holding A.Ş.,İstanbul,Bilgisayar ve İletişim Teknolojileri
İleri Pencere Kapı Sistemleri Sanayi ve Ticaret Anonim Şirketi,İstanbul,Makine ve Teçhizat İmalatı
İletişim Bilgisayar Yazılım Sistemleri İhracat İthalat Sanayi Ticaret Anonim Şirketi,Bursa,Bilgisayar ve İletişim Teknolojileri
İlka Plastik Ambalaj Gıda Sanayi ve Ticaret Anonim Şirketi,Kocaeli,Ambalaj
İlko İlaç San. ve Tic. A.Ş.,Ankara,İlaç
İmaş Makina San A.Ş.,Konya,Makine ve Teçhizat İmalatı
İmbat Soğutma Isıtma Makina San. Tic. A.Ş.,İzmir,İklimlendirme
İnan Makina Sanayi ve Ticaret A.Ş.,Tekirdağ,Makine ve Teçhizat İmalatı
İnci Gs Yuasa Akü San. ve Tic. A.Ş.,Manisa,Otomotiv Yan Sanayi
İnfina Yazılım A.Ş. Ar-Ge Merkezi,İstanbul,Bilgisayar ve İletişim Teknolojileri
İnform Elektronik San. ve Tic. A.Ş.,Kocaeli,Elektronik
İnnova Bilişim Çözümleri A.Ş. (Ankara),Ankara,Yazılım
İnnova Bilişim Çözümleri A.Ş. (İstanbul),İstanbul,Bilgisayar ve İletişim Teknolojileri
İnoksan Mutfak Sanayi Ve Ticaret A.Ş.,Bursa,Makine ve Teçhizat İmalatı
İnsu Teknik Makine Sanayi Ve Ticaret Anonim Şirketi,Bursa,Otomotiv Yan Sanayi
İnter Abrasiv San. ve Tic. A.Ş.,Manisa,Madencilik
İntergen Genetik ve Nadir Hastalıklar Tanı Araştırma ve Uygulama Merkezi A.Ş.,Ankara,Sağlık
İnterplast Kimya San. Ve Tic. A.Ş.,İstanbul,Kimya
İsbak İstanbul Bilişim ve Akıllı Kent Teknolojileri A.Ş.,İstanbul,Elektronik
İskur Denim İşletmeleri San. ve Tic. A.Ş.,Kahramanmaraş,Tekstil
İskur Tekstil Enerji Ticaret ve Sanayi A.Ş.,Kahramanmaraş,Tekstil
İsnet İstanbul Nettelekomünikasyon Elektronik Servis Hizmetleri Ticaret ve Sanayi A.Ş.,İstanbul,Telekomünikasyon
İspak Esnek Ambalaj Sanayi Anonim Şirketi,Kocaeli,Ambalaj
İstanbul Gübre Sanayii Anonim Şirketi (Kütahya),Kütahya,Kimya
İstanbul Takas ve Saklama Bankası A.Ş.,İstanbul,Bankacılık ve Finans
İstanbul Tarım San. ve Tic. A.Ş.,Antalya,Tarım
İstanbul Teknik İnşaat San. ve Tic. A.Ş.,İstanbul,İnşaat
İstikbal Mobilya Sanayi Ve Ticaret Anonim Şirketi,Kayseri,Mobilya
İş Zekası Yazılım Danışmanlık Hizmetleri Tic. A.ş.,İstanbul,Yazılım
İşbir Elektrik Sanayi A.Ş.,Balıkesir,Enerji
İşbir Sentetik Dokuma Sanayi A.Ş.,Balıkesir,Tekstil
İtech Robotik Otomasyon Yen. Enerji Eğt. Med. Taah. San. Ve Tic. Ltd. Şti.,Isparta,Yazılım
İzel Kimya San. ve Tic. A.Ş.,Kocaeli,Kimya
İzmir Eğitim Sağlık Sanayi Yatırım A.Ş.,Manisa,Kimya
İzsal Bilgi Sistemleri ve Gayrimenkul Geliştirme A.Ş.,İstanbul,Bilgisayar ve İletişim Teknolojileri
Jotun Boya Sanayi ve Ticaret Anonim Şirketi,Tekirdağ,Kimya
K.f.c. Gıda A.Ş.,İzmir,Gıda Sanayi
Kadifeteks Mensucat Sanayi A.Ş. (İstanbul Şubesi),İstanbul,Tekstil
Kadifeteks Mensucat Sanayi A.Ş. (Kuzuluk Şubesi),Sakarya,Tekstil
Kahramanmaraş Kağıt Sanayi ve Ticaret A.Ş.,Kahramanmaraş,Kağıt ve Kağıt Ürünleri
Kale Balata Otomotiv Sanayi ve Ticaret A.Ş.,Kocaeli,Otomotiv Yan Sanayi
Kale Care Chemicals Kimyevi Maddeler Anonim Şirketi,Kocaeli,Kimya
Kale Jet Motorları Sanayi A.Ş.,İstanbul,Havacılık
Kale Kilit ve Kalıp Sanayi Anonim Şirketi,Tekirdağ,İmalat Sanayi
Kale Oto Radyatör Sanayi ve Ticaret Anonim Şirketi,Kocaeli,Otomotiv Yan Sanayi
Kalekalıp Makina Ve Kalıp Sanayi Anonim Şirketi,İstanbul,Savunma Sanayi
Kalekim Kimyevi Maddeler Sanayi Ve Ticaret A.Ş.,İstanbul,Kimya
Kaleseramik Çanakkale Kalebodur Seramik San. A.Ş.,Çanakkale,Seramik ve Refrakter
Kalibre Boru San. ve Tic. A.Ş.,Kocaeli,Otomotiv Yan Sanayi
Kalyon Güneş Teknolojileri Üretim Anonim Şirketi,Ankara,Enerji
Kanat Boyacılık Ticaret ve Sanayi A.Ş.,İzmir,Kimya
Kanca El Aletleri Dövme Çelik ve Makine Sanayi A.Ş.,Kocaeli,Otomotiv Yan Sanayi
Kansai Altan Boya Sanayi ve Ticaret A.Ş.,İzmir,Kimya
Kansan Makina Kağıt San. ve Tic. A.Ş.,İzmir,Makine ve Teçhizat İmalatı
Kaplanlar Soğutma San. ve Tic. A.Ş.,Bursa,Makine ve Teçhizat İmalatı
Kar Metal Sanayi Ve Ticaret Limited Şirketi,Sakarya,Makine ve Teçhizat İmalatı
Karacasu Tekstil Tic. ve San. A.Ş.,Kahramanmaraş,Tekstil
Karafiber Tekstil Sanayi ve Ticaret A.Ş.,Gaziantep,Tekstil
Karakaya 86 Katoforez Kaplama Sanayi Ticaret A.Ş.,Kocaeli,Otomotiv Yan Sanayi
Karbonsan Basınçlı Kaplar Sanayi ve Ticaret Anonim Şirketi,Bursa,Makine ve Teçhizat İmalatı
Karcan Kesici Takım San. ve Tic. A.Ş.,Eskişehir,Makine ve Teçhizat İmalatı
Kardemir Çelik San. A.Ş.,İzmir,Demir ve Demir Dışı Metaller
Kardemir Karabük Demir Çelik Sanayi Ve Ticaret Anonim Şirketi,Karabük,Demir ve Demir Dışı Metaller
Kare Hızlı Teknoloji Hizmetleri Anonim Şirketi,İstanbul,Yazılım
Kar-El Demir Tel Sanayi ve Ticaret Limited Şirketi,İzmir,İmalat Sanayi
Karel Elektronik Sanayi ve Ticaret A.Ş.,Ankara,Telekomünikasyon
Karel Kalıp Sanayi A.Ş.,İstanbul,Otomotiv Yan Sanayi
Karesi Polyester ve Petrokimya Sanayi A.Ş.,Bursa,Tekstil
Kariyer.net Elektronik Yayın Ve İletişim Hizmetleri A.Ş.,İstanbul,Bilgisayar ve İletişim Teknolojileri
Karluna Mühendislik Sanayi ve Ticaret A.Ş.,İzmir,Elektronik
Karsan Otomotiv Sanayi ve Ticaret A.Ş.,Bursa,Otomotiv
Kastamonu Entegre Ağaç Sanayi ve Ticaret A.Ş.,İstanbul,Orman Ürünleri
Kastaş Sızdırmazlık Teknolojileri San. ve Tic. A.Ş.,İzmir,Lastik-Plastik-Kauçuk
Katmerciler Araç Üstü Ekipman San. ve Tic. A.Ş.,İzmir,Otomotiv
Kayalar Bakır Alaşımları San. ve Tic. A.Ş.,Tekirdağ,Demir ve Demir Dışı Metaller
Kayalar Kimya San. ve Tic. A.Ş.,İstanbul,Kimya
Kayhan Ertuğrul Makina Sanayi ve Ticaret A.Ş.,Burdur,Makine ve Teçhizat İmalatı
Kayseri Metal Center Sanayi ve Ticaret Anonim Şirketi,İzmir,Demir ve Demir Dışı Metaller
Kayseri Şeker Fabrikası A.Ş.,Kayseri,Gıda Sanayi
Kayseri Ulaşım Turizm İnşaat Taahhüt Proje Müşavirlik Telekomünikasyon San. ve Tic. A.Ş.,Kayseri,Ulaştırma ve Lojistik
Kazlıçeşme Deri Ürünleri Araştırma Geliştirme San. ve Tic. Ltd. Şti,İstanbul,Deri ve Deri Ürünleri
Kempropol Kimyasal Ve Polimer Maddeler Sanayi Ve Ticaret Anonim Şirketi,İstanbul,Kimya
Kent Kart Ege Elektronik San. ve Tic. A.Ş.,İzmir,Elektronik
Kentpar Otomotiv Yedek Parça A.Ş.,Konya,Otomotiv Tasarımı ve Mühendislik
Keramik Makina Sanayi ve Ticaret Anonim Şirketi,Kocaeli,Makine ve Teçhizat İmalatı
Kerevitaş Gıda Sanayi ve Ticaret A.Ş. (Bursa),Bursa,Gıda Sanayi
Kerevitaş Gıda Sanayi ve Ticaret A.Ş. (Kurtköy-İstanbul),İstanbul,Gıda Sanayi
Kervan Gıda San. ve Tic. A.Ş.,Manisa,Gıda Sanayi
Keskinoğlu Tavukçuluk ve Damızlık İşletmeleri Sanayi Ticaret Anonim Şirketi,Manisa,Gıda Sanayi
Keydata Bilgi İşlem Teknoloji Sistemleri Anonim Şirketi,Ankara,Bilgisayar ve İletişim Teknolojileri
Kırpart Otomotiv Parçaları San. Ve Tic. A.Ş.,Bursa,Otomotiv Yan Sanayi
Kızılay İçecek A.Ş.,Afyonkarahisar,Gıda Sanayi
Kilim Mobilya A.Ş.,Kayseri,Mobilya
KİM Kayseri İleri Malzemeler Sanayi ve Teknoloji A.Ş.,Kayseri,Savunma Sanayi
Kimteks Poliüretan Sanayi ve Ticaret A.Ş.,Kocaeli,Kimya
Kipaş Mensucat İşletmeleri A.Ş.,Kahramanmaraş,Tekstil
KKB Kredi Kayıt Bürosu Anonim Şirketi,İstanbul,Bilgisayar ve İletişim Teknolojileri
Klemsan Elektrik Elektronik Sanayi Ve Ticaret Anonim Şirketi,İzmir,İmalat Sanayi
Klimasan A.Ş.,Manisa,Dayanıklı Tüketim Malları
Kobay Deney Hayvanları Laboratuarı Sanayi ve Ticaret Anonim Şirketi,Ankara,Sağlık
Kobil Teknoloji Anonim Şirketi,İstanbul,Bilgisayar ve İletişim Teknolojileri
Koç Bilgi ve Savunma Teknolojileri Anonim Şirketi,Ankara,Savunma Sanayi
Koç Finansman Anonim Şirketi,İstanbul,Bankacılık ve Finans
Koçak Farma İlaç ve Kimya Sanayi A.Ş.,Tekirdağ,İlaç
Koçdigital Çözümler A.Ş.,İstanbul,Bilgisayar ve İletişim Teknolojileri
KoçSistem Bilgi ve İletişim Hizmetleri A.Ş.,İstanbul,Yazılım
Koçtaş Yapı Marketleri Tic. A.Ş.,İstanbul,Perakendecilik
Kofs Makina ve Orman Ürünleri Sanayi ve Ticaret Limited Şirketi,Isparta,Silah ve Mühimmat İmalatı
Kokteyl Bilgi Teknolojisi Hizmetleri A.Ş.,İstanbul,Yazılım
Koluman Otomotiv Endüstri A.Ş.,Mersin,Otomotiv
Konfides Bilgi Teknolojileri Ticaret A.Ş.,İstanbul,Yazılım
Konya Şeker Sanayi Ve Ticaret A.Ş.,Konya,Gıda Sanayi
Kor Metal Sanayi ve Ticaret A.Ş.,İstanbul,Otomotiv Yan Sanayi
Kord Endüstriyel İp ve İplik San. ve Tic. A.Ş.,Kırklareli,Tekstil
Kordsa Teknik Tekstil A.Ş. (İstanbul Şubesi),İstanbul,Tekstil
Kordsa Teknik Tekstil A.Ş. (Kocaeli Şubesi),Kocaeli,Tekstil
Korkmaz Mutfak Eşyaları San. ve Tic. A.Ş.,İstanbul,Dayanıklı Tüketim Malları
Kormas Elektrikli Motor Sanayi ve Ticaret A.Ş.,Kocaeli,Elektronik
Korteks Mensucat San. ve Tic. A.Ş.,Bursa,Tekstil
Koruma Klor Alkali Sanayi ve Ticaret A.Ş.,Kocaeli,Kimya
Kosan Kozmetik Sanayi ve Ticaret Anonim Şirketi,Kocaeli,Kozmetik ve Temizlik Ürünleri
Kösedağ Tel Örme Çit Sanayi ve Ticaret İthalat İhracat Anonim Şirketi,İstanbul,Makine ve Teçhizat İmalatı
Krea İçerik Hizmetleri Ve Prodüksiyon A.Ş.,İstanbul,Bilgisayar ve İletişim Teknolojileri
Kristal Endüstriyel Mutfak Çamaşırhane Makine Pazarlama San. ve Tic. A.Ş.,Antalya,Makine ve Teçhizat İmalatı
Kromel Makina Sanayi Ve Ticaret Anonim Şirketi,Sakarya,Makine ve Teçhizat İmalatı
Kron Teknoloji Anonim Şirketi,İzmir,Yazılım
Ksb Pompa Armatür Sanayi ve Ticaret A.Ş.,Ankara,Makine ve Teçhizat İmalatı
Kumtel Dayanıklı Tüketim Malları Plastik San. ve Tic. A.Ş.,Kayseri,Dayanıklı Tüketim Malları
Kurtsan İlaçları A.Ş.,Balıkesir,İlaç
Kuzey Boru Anonim Şirketi,Aksaray,İmalat Sanayi
Küçükçalık Tekstil San. Ve Tic. A.Ş. (Bursa Şubesi),Bursa,Tekstil
Küçükçalık Tekstil San. Ve Tic. A.Ş. (Sakarya Şubesi),Sakarya,Tekstil
Küçüker Tekstil San. ve Tic. A.Ş.,Denizli,Tekstil
Küçükler Tekstil Sanayi ve Ticaret A.Ş.,Kayseri,Tekstil
Kümaş Manyezit Sanayi A.Ş.,Kütahya,Seramik ve Refrakter
Kütahya Porselen Sanayi A.Ş.,Kütahya,Seramik ve Refrakter
Latro Kimya Dış Ticaret A.Ş.,İstanbul,Kimya
Lentatek Uzay Havacılık ve Teknoloji A.Ş.,Ankara,Savunma Sanayi
Lidersan Sağlık ve Gıda A.Ş.,Gaziantep,Sağlık
LİLA KOZMETİK VE İLAÇ SANAYİ ANONİM ŞİRKETİ,Diyarbakır,Kozmetik ve Temizlik Ürünleri
Limak Çimento Sanayi ve Ticaret Anonim Şirketi,Ankara,Çimento ve Çimento Ürünleri
Linkas Teknoloji San. Tic. A.Ş.,Ankara,Elektronik
Litum Bilgi Teknolojileri Sanayi ve Dış Ticaret Anonim Şirketi,İzmir,Bilgisayar ve İletişim Teknolojileri
Logos Kimya Teknolojileri Sanayi ve Ticaret Ltd. Şti.,Ankara,Makine ve Teçhizat İmalatı
Loodos Teknoloji Anonim Şirketi,İstanbul,Bilgisayar ve İletişim Teknolojileri
Lotte Chemical Turkey Yüzey Tasarımları Sanayi ve Ticaret A.Ş.,Manisa,İnşaat
LÖSEV Sağlık Tanıtım ve Reklamcılık Turizm Hizmetleri Tarım Hayvancılık Ticaret Anonim Şirketi,Ankara,Sağlık
Lubratek Endüstriyel Yağlar ve Kimyasal Maddeler San. Tic. A.Ş.,Kocaeli,Petrol ve Petrol Ürünleri
Luna Elektrik Elektronik Sanayi ve Ticaret A.Ş.,İzmir,Elektronik
Lupamat Makina Sanayii A.Ş.,İzmir,Makine ve Teçhizat İmalatı
M.B.İ.S. Bilgisayar Otomasyon Danışmanlık ve Eğitim Hizmetleri Sanayi Ticaret A.Ş.,İstanbul,Yazılım
M.F.K. Makina Freze Kalıp Oto Yan Sanayi İmalat ve İnşaat Paz. San. Tic. Ltd. Şti. (Ankara),Ankara,İmalat Sanayi
M.F.K. Makina Freze Kalıp Oto Yan Sanayi İmalat ve İnşaat Paz. San. Tic. Ltd. Şti. (Yenişehir),Bursa,İmalat Sanayi
Macellan Bilişim Danışmanlık Tic. Ltd. Şti.,İstanbul,Yazılım
Magna Otomotiv Sanayi ve Ticaret A.Ş.,Kocaeli,Otomotiv Yan Sanayi
Makel Elektrik Malzemeleri Sanayi ve Ticaret A.Ş.,İstanbul,Elektronik
Makersan Makina Otomotiv Sanayi Ticaret Anonim Şirketi,Kocaeli,Otomotiv Yan Sanayi
Makine ve Kimya Endüstrisi A.Ş.,Ankara,Savunma Sanayi
Maksan Malatya Makina Sanayii A.Ş.,Malatya,Makine ve Teçhizat İmalatı
Mamur Teknoloji Sistemleri Sanayi A.Ş.,İstanbul,Makine ve Teçhizat İmalatı
MAN Türkiye A.Ş. (Ar-Ge -1),Ankara,Otomotiv
MAN Türkiye A.Ş. (Ar-Ge-2),Ankara,Otomotiv
Manier Tohumculuk Ziraat Kimya San. ve Tic. Ltd. Şti.,Adana,Tarım
MA-PA Makina Parçaları Endüstrisi A.Ş.,Kocaeli,Otomotiv Yan Sanayi
Maptriks Bilişim Teknolojileri Sanayi Ve Ticaret Anonim Şirketi,İstanbul,Bilgisayar ve İletişim Teknolojileri
Marelli Mako Turkey Elektrik Sanayi Ve Ticaret A.Ş.,Bursa,Otomotiv Yan Sanayi
Maritaş Denim San. Tic. A.Ş.,Kahramanmaraş,Tekstil
Marlateks Teknoloji Tekstil Makine Ve Kimya San. Tic. A.ş.,İstanbul,Kimya
Marshall Boya ve Vernik San. A.Ş.,Kocaeli,Kimya
Martur Sünger ve Koltuk Tesisleri Tic. ve San. A.Ş.,Bursa,Otomotiv Yan Sanayi
Maspo Enerji San. ve Tic. A.Ş.,Manisa,Enerji
Master Savunma ve Bilişim Teknolojileri Sanayi Ticaret Anonim Şirketi,Ankara,Savunma Sanayi
Matel Hammadde Sanayi ve Ticaret Anonim Şirketi,Manisa,Seramik ve Refrakter
Matil Malzeme Test Ve İnovasyon Laboratuvarları A.Ş.,İstanbul,Demir ve Demir Dışı Metaller
Maysa Gıda Sanayi ve Ticaret A.Ş.,İstanbul,Gıda Sanayi
Maysan Mando Otomotiv Parçaları Sanayi ve Ticaret A.Ş.,Bursa,Otomotiv Yan Sanayi
Mayteks Örme Sanayi Ve Ticaret Anonim Şirketi,Manisa,Tekstil
MC Filtre Sanayi ve Ticaret Anonim Şirketi,Samsun,Otomotiv Yan Sanayi
Mcfly Robot Teknolojileri A.Ş.,İstanbul,Makine ve Teçhizat İmalatı
MDP TR Teknoloji Limited Şirketi,İstanbul,Yazılım
Medianova İnternet Hizmetleri A.Ş.,İstanbul,Bilgisayar ve İletişim Teknolojileri
Meditera Tıbbi Malzeme San. Tic. A.Ş.,İzmir,Medikal
Medyasoft Danışmanlık ve Eğitim A.Ş.,İstanbul,Yazılım
Mefar İlaç Sanayi A.Ş.,İstanbul,İlaç
Meg Gemi Ve Makine San. Tic Ltd. Şti.,Kocaeli,Makine ve Teçhizat İmalatı
Mega Endüstri Kontrol Sistemleri Ticaret Limited Şirketi,Ankara,Yazılım
Me-ge Teknik Elektronik Sanayi Ve Ticaret Anonim Şirketi,Ankara,Savunma Sanayi
Meka Global Makine İmalat Sanayi ve Ticaret A.Ş.,Ankara,Makine ve Teçhizat İmalatı
MEM Tekstil Sanayi ve Ticaret A.Ş.,Kahramanmaraş,Tekstil
Memak Plastik Gıda Makina Sanayi Ticaret Anonim Şirketi,Konya,Makine ve Teçhizat İmalatı
Menderes Tekstil Sanayi ve Ticaret A.Ş.,Denizli,Tekstil
Mepsan Petrol Cih. San. ve Tic. A.Ş.,Konya,Makine ve Teçhizat İmalatı
Mercan Kimya San. Tic. Anonim Şirketi,Denizli,Kimya
Mercedes Benz Türk A.Ş. (Aksaray),Aksaray,Otomotiv
Mercedes Benz Türk A.Ş. (İstanbul),İstanbul,Otomotiv
