name,city,sector
Merih Asansör Sanayi Ve Ticaret Anonim Şirketi,Ankara,Makine ve Teçhizat İmalatı
Merkez Anadolu Kimya Sanayi Üretim Pazarlama A.Ş.,Antalya,Tarım
Merkezi Kayıt Kuruluşu A.Ş.,İstanbul,Bankacılık ve Finans
Mert Teknik Fabrika Malzemeleri Tic. Ve San. A.Ş.,İstanbul,Makine ve Teçhizat İmalatı
Mesa Makina Döküm Gıda Sanayi Ve Ticaret A.Ş.,Konya,Otomotiv Yan Sanayi
Mesan Kilit Anonim Şirketi,İstanbul,Makine ve Teçhizat İmalatı
Meta Nikel Kobalt Madencilik ve Sanayi A.Ş.,Manisa,Madencilik
Metal Ve Yapı Sistemleri Ticaret A.Ş.,İstanbul,İnşaat
Metrik Bilgisayar Yaz. Dan. Ser. San. Tic. Ltd. Şti.,İstanbul,Yazılım
Metro İstanbul Sanayi ve Ticaret Anonim Şirketi,İstanbul,Ulaştırma ve Lojistik
Metropal Kurumsal Hizmetler Anonim Şirketi,İstanbul,Yazılım
MFA İş Güvenliği Medikal Anonim Şirketi,Zonguldak,Medikal
Microsoft Bilgisayar Yazılım Hizm.Ltd.Şti.,İstanbul,Yazılım
Migros Ticaret A.Ş.,İstanbul,Perakendecilik
Milvus Robotics Teknoloji Anonim Şirketi,Ankara,Makine ve Teçhizat İmalatı
Mirsis Bilgi Teknolojileri A.Ş.,İstanbul,Bilgisayar ve İletişim Teknolojileri
Mks Devo Kimya Sanayi Ticaret A.Ş.,Balıkesir,Kimya
Mlp Sağlık Hizmetleri A.Ş.,İstanbul,Sağlık
MMM ERBA Makina Otomotiv Proje Çelik Müh. Eğitim Ve Dan. İnş. Enerji Taah. Sanayi Ve Ticaret A.Ş.,Ankara,Makine ve Teçhizat İmalatı
MND İzolasyon ve Teknoloji Sanayi Ticaret Anonim Şirketi,Manisa,Makine ve Teçhizat İmalatı
Mng Kargo Yurtiçi ve Yurtdışı Taşımacılık A.Ş.,İstanbul,Yazılım
Mnm Teknoloji Anonim Şirketi,İstanbul,Yazılım
Mobildev İletişim Hizmetleri Sanayi ve Ticaret A.Ş.,İstanbul,Telekomünikasyon
Mobiliva Mobil Bilişim Hizmetleri Sanayi Ve Ticaret Ltd. Şti.,İstanbul,Yazılım
Modanisa Elektronik Mağazacılık ve Ticaret A.Ş.,İstanbul,Yazılım
Modern Karton San. ve Tic. A.Ş.,Tekirdağ,Kağıt ve Kağıt Ürünleri
Mogul Tekstil San. ve Tic. A.Ş.,Gaziantep,Tekstil
Moka United Ödeme Hizmetleri ve Elektronik Para Kuruluşu A.Ş.,İstanbul,Bankacılık ve Finans
Molkim Endüstriyel Ürünler Sanayi Ve Ticaret Anonim Şirketi,İzmir,Kimya
Moneypay Ödeme ve Elektronik Para Hizmetleri Anonim Şirketi,İstanbul,Yazılım
Moonlight Aydınlatma San. Tic. A.Ş.,Ankara,Elektronik
Mosaş Akıllı Ulaşım Teknolojileri Anonim Şirketi,Konya,Elektronik
Mpg Makine Prodüksiyon Grubu Makine İmalat Sanayi ve Ticaret A.Ş.,Konya,Makine ve Teçhizat İmalatı
Mrc Arge Enerji Mühendisliği Kontrol ve Test Hizmetleri Anonim Şirketi,Ankara,Enerji
Mro Teknik Servis San. Tic. A.Ş.,İstanbul,Havacılık
MSK Forge Metal A.Ş.,Bursa,Otomotiv Yan Sanayi
MTN Kalıp Sanayi A.Ş.,İstanbul,İmalat Sanayi
Multi Tohum Tarım Sanayi Ticaret A.Ş.,Antalya,Tarım
Multitek Elektronik San. ve Tic. A.Ş.,İstanbul,Elektronik
Muratbey Gıda San. Tic. A.Ş. (Ar-Ge-1),Uşak,Gıda Sanayi
Muratbey Gıda San. Tic. A.Ş. (Ar-Ge-2),Uşak,Gıda Sanayi
Mutlu Akü ve Malzemeleri San. A.Ş.,İstanbul,İmalat Sanayi
Mutlusan Plastik Elektrik Sanayi ve Ticaret Anonim Şirketi,İstanbul,İmalat Sanayi
Mvd Makina Sanayi A.Ş.,Konya,Makine ve Teçhizat İmalatı
Namet Gıda Sanayi ve Ticaret A.Ş.,Kocaeli,Gıda Sanayi
Nar Sistem Teknoloji Anonim Şirketi,İstanbul,Yazılım
Nazar Tekstil Sanayi ve Ticaret Anonim Şirketi,Kahramanmaraş,Tekstil
Nedu Bağlantı Elemanları Sanayi ve Ticaret A.Ş.,İzmir,Otomotiv Yan Sanayi
Nemak İzmir Döküm Sanayi A.Ş.,İzmir,Dökümcülük
Neo Auvra Dijital Sağlık ve Biyonik Teknolojileri ve Hizmetleri Sanayi ve Ticaret Anonim Şirketi,İstanbul,Yazılım
Nero Endüstri Savunma Sanayi A.Ş.,Ankara,Savunma Sanayi
Neta Elektronik Cihazlar Sanayi ve Ticaret A.Ş.,İstanbul,Elektronik
Netaş Telekomünikasyon Anonim Şirketi,İstanbul,Telekomünikasyon
Netbt Danışmanlık Hizmetleri Anonim Şirketi,İstanbul,Yazılım
Netcad Yazılım A.Ş.,İstanbul,Bilgisayar ve İletişim Teknolojileri
Netgsm İletişim ve Bilgi Teknolojileri A.Ş.,Ankara,Bilgisayar ve İletişim Teknolojileri
Nexans Türkiye Endüstri Ve Ticaret A.Ş. (Denizli),Denizli,Elektronik
Nexans Türkiye Endüstri Ve Ticaret A.Ş. (İstanbul),İstanbul,Elektronik
Next4biz Bilgi Teknolojileri A.Ş.,İstanbul,Bilgisayar ve İletişim Teknolojileri
Ng Kütahya Seramik Porselen Ve Turizm Anonim Şirketi,Kütahya,Seramik ve Refrakter
Ng Lojistik Pazarlama Yatırım ve Gayrimenkul A.Ş.,Kütahya,Makine ve Teçhizat İmalatı
Nit Örme Tekstil Sanayi ve Ticaret Ltd. Şti.,İstanbul,Makine ve Teçhizat İmalatı
Nitrocare Medikal Mobilya Sanayi ve Ticaret Anonim Şİrketi,Sivas,Medikal
Nobel İlaç Sanayi Ve Ticaret A.Ş.,Düzce,İlaç
Nokta Mühendislik A.Ş.,İstanbul,Elektronik
Norm İzmir Civata San. ve Tic. A.Ş.,İzmir,Makine ve Teçhizat İmalatı
Nova Kalıp Sanayi A.Ş.,Eskişehir,Lastik-Plastik-Kauçuk
Novagenix Biyoanalitik İlaç Araştırma-Geliştirme Merkezi San. Ve Tic. A.Ş.,Ankara,İlaç
Ntg Plastik San. ve Tic. A.Ş.,Sakarya,İmalat Sanayi
NTT DATA Business Solutions Bilgi Sistemleri A.Ş.,İstanbul,Yazılım
Nuh Yapı Ürünleri Anonim Şirketi,Kocaeli,Çimento ve Çimento Ürünleri
Numaş Teknoloji Üretim A.Ş.,Ankara,Mobilya
Nurol Makina ve Sanayi A.Ş.,Ankara,Savunma Sanayi
Nurol Teknoloji Sanayi ve Madencilik Ticaret A.Ş.,Ankara,Savunma Sanayi
Nursan Kablo Donanımları A.Ş.,Kütahya,Otomotiv Yan Sanayi
Nuvita İlaç Ve Kimya Sanayi Ticaret A.Ş.,İstanbul,İlaç
Nüve Sanayi Malzemeleri İmalat ve Ticaret Anonim Şirketi,Ankara,Makine ve Teçhizat İmalatı
Oba Perdesan Teknik Tekstil A.Ş.,Zonguldak,Tekstil
Obase Bilgisayar ve Danışmanlık Hizmetleri Ticaret A.Ş.,İstanbul,Yazılım
OBSS Teknoloji A.Ş.,Ankara,Yazılım
Odabaşı Makine Otomotiv A.Ş.,Diyarbakır,Otomotiv Yan Sanayi
Odc İş Çözümleri Danışmanlık Ticaret A. Ş.,İstanbul,Bilgisayar ve İletişim Teknolojileri
Odelo Otomotiv Aydınlatma Anonim Şirketi,Bursa,Otomotiv Yan Sanayi
Ok Kardeşler Treyler San. ve Tic. A.Ş. / Curiosity Center,Aydın,Otomotiv Tasarımı ve Mühendislik
Oksid Bilişim Teknoloji Sanayi ve Ticaret Anonim Şirketi,İstanbul,Bilgisayar ve İletişim Teknolojileri
Okuman Medikal Sistemler Anonim Şirketi,Ankara,Medikal
Olgun Çelik Sanayi ve Ticaret A.Ş. (I),Manisa,Otomotiv Yan Sanayi
Olgun Çelik Sanayi ve Ticaret A.Ş. (II),Manisa,Otomotiv Yan Sanayi
OMS Makina İmalat Sanayi ve Ticaret Limited Şirketi,Nevşehir,Otomotiv Yan Sanayi
Omtaş Otomotiv Transmisyon Aksamı Sanayi ve Ticaret A.Ş.,Kocaeli,Otomotiv Yan Sanayi
Onaran Fidecilik Ve Tarım Ürünleri Sanayi Ticaret Limited Şirketi,Antalya,Tarım
Ones Bilişim Teknolojileri Anonim Şirketi,Ankara,Bilgisayar ve İletişim Teknolojileri
Onko İlaç Sanayi ve Ticaret A.Ş.,Kocaeli,İlaç
Onur Yüksek Teknoloji A.Ş.,Ankara,Yazılım
Opsan Orijinal Sac Parça Sanayi Ticaret A.Ş.,Kocaeli,Otomotiv Yan Sanayi
Opsin Elektro Optik Sistemler Anonim Şirketi,Ankara,Savunma Sanayi
Optdcom Teknoloji Yatırım A.Ş.,İstanbul,Bilgisayar ve İletişim Teknolojileri
Optimum Süreç Tasarımı ve Uygulamaları Anonim Şirketi,Sakarya,Makine ve Teçhizat İmalatı
Optimus Solutions Teknoloji Üretim Sanayi Tic. A.Ş.,İstanbul,Elektronik
Orau Orhan Otomotiv Kontrol Sistemleri Sanayi A.Ş.,Bursa,Otomotiv Yan Sanayi
Ordulu Teknoloji Anonim Şirketi,Ankara,Yazılım
Organik Kimya Sanayi ve Ticaret A.Ş.,İstanbul,Kimya
Orge Grup Yapı Mobilya Anonim Şirketi,Aydın,Mobilya
Orion Innovation Bilgi Teknolojileri Anonim Şirketi,İstanbul,Bilgisayar ve İletişim Teknolojileri
Ormo Yün İplik Sanayi ve Ticaret A.Ş.,Bursa,Tekstil
Orta Anadolu Tic. ve San. İşl. T.A.Ş.,Kayseri,Tekstil
Ortadoğu Rulman Sanayi ve Tic. A.Ş.,Ankara,Otomotiv Yan Sanayi
Ortana Elektronik Yazılım Taahhüt Sanayi ve Ticaret A.Ş.,Ankara,Elektronik
Ortem Elektronik A.Ş.,Kocaeli,Elektronik
Oskim Otomotiv San. ve Tic. A.Ş.,Bursa,Otomotiv Yan Sanayi
Otokar Otomotiv ve Savunma Sanayi A.Ş.,Sakarya,Otomotiv
Otomatik Otopark Sistemleri San. Tic. A.Ş.,İstanbul,Makine ve Teçhizat İmalatı
Ottonom Mühendislik Çözümleri Tasarım Otomasyon Danışmanlık Anonim Şirketi,Bursa,Mühendislik/Mimarlık Faaliyetleri
OYAK - Renault Otomobil Fabrikaları A.Ş.,Bursa,Otomotiv
OYAK Çimento Fabrikaları A.Ş.,Denizli,Çimento ve Çimento Ürünleri
OYAK Horse Makine Ekipmanları Tic. San. A.Ş.,Bursa,Otomotiv
Ozanteks Tekstil San. ve Tic. A.Ş.,Denizli,Tekstil
Özdilek Ev Tekstil Sanayi ve Ticaret A.Ş.,Bursa,Yazılım
Özkan Demir Çelik Sanayi A.Ş.,İzmir,Demir ve Demir Dışı Metaller
Özkoç Hidrolik Makina San. ve Tic. A.Ş.,İstanbul,Makine ve Teçhizat İmalatı
Özler Plastik San. ve Tic. A.Ş.,İstanbul,Lastik-Plastik-Kauçuk
Özlü Mühendislik Proje Taahhüt Makine San.Tic.Ltd.Şti.,Bursa,İmalat Sanayi
Özsar Tekstil Gıda İnşaat Nak. San. ve Dış Tic. Ltd. Şti.,Tekirdağ,Tekstil
Öztaş Global Soğutma Teknolojileri ve Metal Sanayi Ticaret Anonim Şirketi,Manisa,İmalat Sanayi
Öztiryakiler Madeni Eşya Sanayi Ticaret Anonim Şirketi,İstanbul,Dayanıklı Tüketim Malları
Özyaşar Tel ve Galvanizleme Sanayi Anonim Şirketi,İstanbul,Demir ve Demir Dışı Metaller
P.M.S. Metal Profil Alüminyum San. ve Tic. A.Ş.,Bursa,İmalat Sanayi
Pak Gıda Üretim ve Pazarlama A.Ş.,Kocaeli,Gıda Sanayi
Paksan Makina Sanayi ve Ticaret A.Ş.,Balıkesir,Tarım
Pakten Sağlık Ürünleri San. Ve Tic. A.Ş.,Gaziantep,Kağıt ve Kağıt Ürünleri
Panasonic Electric Works Elektrik Sanayi ve Ticaret Anonim Şirketi,İstanbul,Elektronik
Panates Teknoloji Yatırım A.Ş.,İzmir,Bilgisayar ve İletişim Teknolojileri
Papilon Savunma Teknoloji ve Ticaret Anonim Şirketi,Ankara,Savunma Sanayi
Parkim Parfüm Plastik ve Kimya San. Ltd. Şti.,Kocaeli,Kozmetik ve Temizlik Ürünleri
Pars Ar Ge Bilgi Teknolojileri Elektronik Mühendislik ve Danışmanlık Hizmetleri Sanayi ve Ticaret Limited Şirketi,Kocaeli,Elektronik
Parsan Makina Parçaları Sanayii A.Ş.,Kocaeli,Otomotiv Yan Sanayi
Pas South East Europe San. ve Tic. Ltd. Şti.,Tekirdağ,İmalat Sanayi
Patika Global Teknoloji Bilgi Sistemleri ve Danışmanlık Hizmetleri A.Ş.,İstanbul,Yazılım
PayTR Ödeme ve Elektronik Para Kuruluşu A.Ş.,İzmir,Bankacılık ve Finans
Peakup Teknoloji A.Ş.,İstanbul,Yazılım
"Pe-ga Otomotiv Süspansiyon, Enerji, İnşaat, Gıda, Tarım ve Hayvancılık San. ve Tic. A.Ş.",Bursa,Otomotiv Yan Sanayi
Pelsan Tekstil Ürünleri San. ve Tic. A.Ş.,Tekirdağ,Tekstil
Penti Çorap San. Tic. A.Ş.,Tekirdağ,Tekstil
Petektar Tohum San. ve Tic. Ltd. Şti.,Antalya,Tarım
Petlas Lastik Sanayi ve Ticaret A.Ş.,Kırşehir,Lastik-Plastik-Kauçuk
Petrol Ofisi Anonim Şirketi,Kocaeli,Petrol ve Petrol Ürünleri
Petroyağ ve Kimyasalları San. ve Tic. A.Ş.,Kocaeli,Kimya
PGI Endüstriyel Sistemler İmalat ve Mühendislik A.Ş.,Kocaeli,Makine ve Teçhizat İmalatı
Phi Metal San. Ve Tic. A.Ş.,Kocaeli,Otomotiv Yan Sanayi
Pınar Entegre Et ve Un Sanayii Anonim Şirketi,İzmir,Gıda Sanayi
Pınar Süt Mamulleri Sanayii A.Ş.,İzmir,Gıda Sanayi
Pilenpak Ambalaj San. ve Tic. A.Ş.,Manisa,Ambalaj
Pilot Taşıt Koltukları Sanayi ve Ticaret A.Ş.,Bursa,Otomotiv Yan Sanayi
Pimakina Otomotiv İnş. Makina Paz. İhr. İth. San. Ve Tic. Ltd. Şti,Ankara,Makine ve Teçhizat İmalatı
Pimsa Otomotiv A.Ş.,Kocaeli,Otomotiv Yan Sanayi
Pimtaş Plastik İnşaat Malzemeleri San. Tic. A.Ş.,Kocaeli,Kimya
Pirelli Otomobil Lastikleri A.Ş.,Kocaeli,Otomotiv Yan Sanayi
Plastay Kimya Sanayi ve Ticaret A.Ş.,Kocaeli,Kimya
Plasti-Med Plastik Medikal Ürn. San. Tic. Ltd. Şti.,İstanbul,Sağlık
Pleksan Plastik Eşya Kalıp Sanayi A.Ş.,İstanbul,Lastik-Plastik-Kauçuk
Poıntr Bilişim A.Ş.,İstanbul,Yazılım
Polat Makina Sanayi ve Ticaret A.Ş.,Aydın,Makine ve Teçhizat İmalatı
Poleks Kimya Sanayi ve Ticaret A.Ş.,İstanbul,Kimya
Polen Un ve Gıda Katkı Maddeleri San. ve Tic. A.Ş.,İstanbul,Gıda Sanayi
Polgün Su Kaydırakları Oyun Parkları Ahşap Sanayii İnşaat Turizm İthalat İhracat Pazarlama Limited Şirketi,Muğla,Makine ve Teçhizat İmalatı
Polifarma İlaç Sanayi Ve Ticaret A.Ş.,Tekirdağ,İlaç
Polimer Kauçuk San. ve Paz. A.Ş.,Tekirdağ,Kimya
Polin Su Parkları Ve Havuz Sistemleri A.Ş.,Kocaeli,İmalat Sanayi
Polisan Kansai Boya Sanayi ve Ticaret A.Ş.,Kocaeli,Kimya
Polisan Kimya Sanayi A.Ş.,Kocaeli,Kimya
Poloptech Optik ve Uzay Sanayi Ticaret Anonim Şirketi,Ankara,Savunma Sanayi
Polyteks Tekstil Sanayi Araştırma ve Eğitim A.Ş.,Bursa,Tekstil
Pomega Enerji Depolama Teknolojileri A.Ş.,Ankara,Enerji
Porland Porselen San. ve Tic. A.Ş.,Bilecik,Seramik ve Refrakter
Power Elektronik San. ve Tic. A.Ş.,İstanbul,Elektronik
Probel Yazılım ve Bilişim Sistemleri Anonim Şirketi,İzmir,Yazılım
Profen Teknoloji Sanayi ve Ticaret Anonim Şirketi,İstanbul,Savunma Sanayi
Professionals Müh. ve Dan. Ltd. Şti.,İstanbul,Mühendislik/Mimarlık Faaliyetleri
Progen Tohum A.Ş.,Hatay,Tarım
Proimtech Sağlık Ürünleri A.Ş.,İstanbul,Sağlık
Proline Bilişim Sistemleri ve Ticaret A.Ş.,İstanbul,Bilgisayar ve İletişim Teknolojileri
Promec Mekanik Arge Mühendislik Yazılım Danışmanlık Medikal İnşaat San. ve Tic. Ltd. Şti.,Ankara,Savunma Sanayi
Prometal Hafif Metaller Doküm San. ve Tic. Ltd. Şti.,Bursa,Dökümcülük
Prometeon Turkey Endüstriyel ve Ticari Lastikler Anonim Şirketi,Kocaeli,Lastik-Plastik-Kauçuk
Pronet Güvenlik Hizmetleri A.Ş.,İstanbul,Bilgisayar ve İletişim Teknolojileri
Prosense Teknoloji Sanayi A.Ş.,İstanbul,Elektronik
Prosmh Makina Pazarlama Sanayi ve Ticaret Anonim Şirketi,Kocaeli,Makine ve Teçhizat İmalatı
Proted Protez Ortez Anonim Şirketi,Ankara,Sağlık
Protel Bilgisayar A.Ş.,İstanbul,Bilgisayar ve İletişim Teknolojileri
Psl Elek. San. ve Tic. A.Ş.,Antalya,Makine ve Teçhizat İmalatı
Pulver Kimya Sanayi ve Ticaret A.Ş.,Kocaeli,Kimya
Pusula Kurumsal İş Çözümleri Yazılım Danışmanlık Ve Ticaret Anonim Şirketi,İstanbul,Yazılım
Pürplast Otomotiv Sanayi ve Ticaret A.Ş.,Kocaeli,Otomotiv Yan Sanayi
Qnb Bank Anonim Şirketi,İstanbul,Bankacılık ve Finans
Radim Radyatör San. ve Tic.Ltd.Şti.,Eskişehir,İklimlendirme
Radkor Eğitim-Öğretim Sağlık Ürünleri Enerji Elektrik Elektronik ve Bilişim Teknolojileri Limited Şirketi,Ankara,Makine ve Teçhizat İmalatı
Rapsodo Yazılım Anonim Şirketi,İzmir,Bilgisayar ve İletişim Teknolojileri
Ravago Petrokimya Üretim A.Ş.,Kocaeli,Kimya
RC Endüstri Ulaşım Araçları A.Ş.,Sakarya,Makine ve Teçhizat İmalatı
Reaksiyon Kimya A.Ş.,Kocaeli,Petrol ve Petrol Ürünleri
Realkom Tekstil Ürünleri San. Paz. Dış. Tic. A.Ş.,Düzce,Tekstil
Rebul Kozmetik Sanayi ve Ticaret A.Ş.,Tekirdağ,Kozmetik ve Temizlik Ürünleri
Reeder Teknoloji Sanayi ve Tic. A.Ş.,Samsun,Bilgisayar ve İletişim Teknolojileri
Reengen Enerji Teknolojileri A.Ş.,İstanbul,Bilgisayar ve İletişim Teknolojileri
Rem Araştırma Hizmetleri Bilişim Sanayi Ticaret Anonim Şirketi,İstanbul,Yazılım
Renpro Enerji Mühendislik Ar-Ge Yazılım İç ve Dış Ticaret Limited Şirketi,Ankara,Elektronik
Renta Elektrikli Ev Aletleri San. ve Dış Tic. Ltd. Şti. (Pişirici),Eskişehir,Dayanıklı Tüketim Malları
Renta Elektrikli Ev Aletleri San. Ve Dış Tic. Ltd. Şti. (Yıkayıcı),Eskişehir,Dayanıklı Tüketim Malları
Repkon Makina ve Kalıp San. ve Tic. A.Ş.,İstanbul,Makine ve Teçhizat İmalatı
Robo Otomasyon Mühendislik Elektrik Makina Sanayi Ve Ticaret Anonim Şirketi,Kocaeli,Elektronik
Rokeron Otomotiv A.Ş.,Kocaeli,Otomotiv Yan Sanayi
Roketsan Roket Sanayii ve Ticaret A.Ş. (Bilkent Cyberpark),Ankara,Savunma Sanayi
Roketsan Roket Sanayii ve Ticaret A.Ş. (Elmadağ),Ankara,Savunma Sanayi
Roketsan Roket Sanayii ve Ticaret A.Ş. (Lalahan),Ankara,Savunma Sanayi
Roketsan Roket Sanayii ve Ticaret A.Ş. (Teknopark İstanbul),İstanbul,Savunma Sanayi
Rollmech Automotive San. ve Tic. A.Ş.,Bursa,Otomotiv Yan Sanayi
Roteks Tekstil İhracat Sanayi Ve Ticaret A.Ş.,İzmir,Tekstil
Rönesans Holding A.Ş.,Ankara,İnşaat
Rs İnternet Pazarlama Anonim Şirketi,İstanbul,Bilgisayar ve İletişim Teknolojileri
Rta Laboratuvarları Biyolojik Ürünler İlaç ve Makine San. Tic. A.Ş.,Kocaeli,Sağlık
RTC Kimya İthalat İhracat Sanayi ve Ticaret Ltd. Şti.,Kocaeli,Kimya
Rudolf Duraner Kimyevi Madde Tic. San. A.Ş.,Bursa,Kimya
S.y.k. Tekstil Sanayi Ve Ticaret Anonim Şirketi,Bursa,Tekstil
Saattek Yazılım Danışmanlık ve Ticaret Ltd. Şti.,Kastamonu,Bilgisayar ve İletişim Teknolojileri
Sabancı Dijital Teknoloji Hizmetleri A.Ş.,İstanbul,Yazılım
Safa Tarım A.Ş.,Konya,Kimya
Sağlam Metal Sanayi ve Ticaret A.Ş.,Kocaeli,Demir ve Demir Dışı Metaller
Sahabt Yazılım Danışmanlık ve Eğitim Anonim Şirketi,İstanbul,Yazılım
Sahibinden Bilgi Teknolojileri Paz. ve Tic. A.Ş.,İstanbul,Yazılım
Salmex Isı Sanayi ve Ticaret A.Ş.,Bursa,Makine ve Teçhizat İmalatı
Samet Kalıp Ve Madeni Eşya San. Ve Tic. A.Ş.,İstanbul,Mobilya
Samm Teknoloji İletişim San. ve Tic. A.Ş.,Kocaeli,Bilgisayar ve İletişim Teknolojileri
Sampa Otomotiv Sanayi ve Ticaret A.Ş.,Samsun,Otomotiv Yan Sanayi
Samsun Yurt Savunma Sanayi ve Ticaret Anonim Şirketi,Samsun,Savunma Sanayi
Samsung Electronics Elektronik San. ve Tic. Ltd. Şti.,Tekirdağ,Telekomünikasyon
Sanel Sanayi Elektroniği İmalat Ve Ticaret Anonim Şirketi,İstanbul,Otomotiv Yan Sanayi
Sanipak Sağlıklı Yaşam Ürünleri Sanayi ve Ticaret A.Ş.,Kocaeli,Kimya
Sanko Tekstil İşletmeleri Sanayi ve Ticaret A.Ş. (Gaziantep Şubesi),Gaziantep,Tekstil
Sanko Tekstil İşletmeleri Sanayi ve Ticaret A.Ş. (Havlu Şubesi),Gaziantep,Tekstil
Sanko Tekstil İşletmeleri Sanayi ve Ticaret A.Ş. (İsko Şubesi),Bursa,Tekstil
Sanovel İlaç San. ve Tic. A.Ş.,İstanbul,İlaç
Santa Farma İlaç Sanayi A.Ş.,Kocaeli,İlaç
Sarıbekir Ambalaj Sanayi ve Ticaret Anonim Şirketi,Balıkesir,Ambalaj
Sarıgözoğlu Hidrolik Makine ve Kalıp Sanayi ve Ticaret A.Ş.,Manisa,Otomotiv Yan Sanayi
Sarkuysan Elektrolitik Bakır Sanayi Ve Ticaret A.Ş.,Kocaeli,Dökümcülük
Sarsılmaz Silah Sanayi A.Ş.,Düzce,Savunma Sanayi
Sarten Ambalaj Sanayi ve Ticaret A.Ş.,İstanbul,Ambalaj
Saruhan Kimya ve Temizlik Ürünleri San. Tic. A.Ş.,Tekirdağ,Kimya
Sasa Polyester Sanayi A.Ş.,Adana,İmalat Sanayi
Savronik Elektronik Sanayi ve Ticaret A.Ş. (Ankara),Ankara,Elektronik
Savronik Elektronik Sanayi ve Ticaret A.Ş. (Eskişehir),Eskişehir,Elektronik
Sazcılar Otomotiv Sanayi ve Ticaret Anonim Şirketi,Bursa,Otomotiv Yan Sanayi
Sbs Bilimsel Bio Çözümler San. Ve Tic. A.Ş.,İstanbul,Gıda Sanayi
Securitas Teknoloji Hizmetleri Ticaret A.Ş.,İstanbul,Yazılım
Seçil Kauçuk Sanayi ve Ticaret Anonim Şirketi,Mersin,İmalat Sanayi
Sedef Gemi İnşaatı Anonim Şirketi,İstanbul,Denizcilik
Sefine Denizcilik Tersanecilik Turizm San. ve Tic. A.Ş.,Yalova,Denizcilik
Segmentify Yazılım Anonim Şirketi,İstanbul,Bilgisayar ve İletişim Teknolojileri
Seluz Kimya ve Kozmetik Sanayi A.Ş.,İstanbul,Kimya
Sem-As Gıda Turizm Sanayi ve Ticaret Limited Şirketi,Ankara,Gıda Sanayi
Sempa Pompa Makina A.Ş.,Konya,Makine ve Teçhizat İmalatı
Sentes-Bir Metalurji Kimya Enerji Üretim ve Geri Dönüşüm Teknolojileri Sanayi Ticaret Anonim Şirketi,İzmir,Demir ve Demir Dışı Metaller
Serdar Plastik San. ve Tic. A.Ş.,Ankara,İmalat Sanayi
Serkon Makina Sanayi ve Ticaret Anonim Şirketi,İstanbul,Makine ve Teçhizat İmalatı
Sertplas Oto Yan Sanayi ve Ticaret Anonim Şirketi,İstanbul,Otomotiv Yan Sanayi
Sertrans Uluslararası Nakliyat Ticaret Anonim Şirketi,İstanbul,Ulaştırma ve Lojistik
Sestek Ses ve İletişim Bilgisayar Tek. San. ve Tic. A.Ş. (Ankara),Ankara,Yazılım
Sestek Ses ve İletişim Bilgisayar Tek. San. ve Tic. A.Ş. (İstanbul),İstanbul,Bilgisayar ve İletişim Teknolojileri
Set Medikal Sanayi ve Ticaret A.Ş.,İstanbul,Medikal
Setaş Kimya Sanayi A.Ş.,Tekirdağ,Kimya
Setur Servis Turistik A.Ş.,İstanbul,Yazılım
Seval Kablo Aydınlatma Cihazları İthalat İhracat Sanayi ve Ticaret Anonim Şirketi,Aydın,Enerji
Seyir Mobil Yazılım Elektronik Otomasyon Sistemleri Sanayi ve Ticaret A.Ş.,Kocaeli,Yazılım
Sıo Automotıve Taşıt Yedek Parça Sanayi ve Ticaret A.Ş.,Tekirdağ,Otomotiv Yan Sanayi
Sibernetik Makina ve Otomasyon Uygulamaları San. Tic. Ltd. Şti.,Bursa,Makine ve Teçhizat İmalatı
