name,city,sector
Siemens Gamesa Renewable Enerji Anonim Şirketi,İzmir,Enerji
Siemens Sanayi ve Ticaret A.Ş. (Ankara Şubesi),Ankara,Yazılım
Siemens Sanayi ve Ticaret A.Ş. (İstanbul Şubesi),İstanbul,Yazılım
Silverline Endüstri ve Ticaret A.Ş.,Amasya,Dayanıklı Tüketim Malları
Sinerji Yüksek Teknoloji A.Ş.,Kırıkkale,Savunma Sanayi
Sinter Metal İmalat Sanayi A.Ş.,İstanbul,Otomotiv Yan Sanayi
Sipay Elektronik Para ve Ödeme Hizmetleri Anonim Şirketi,İstanbul,Bilgisayar ve İletişim Teknolojileri
Sirena Marine Denizcilik Sanayi ve Ticaret A.Ş.,Bursa,Denizcilik
Sisoft Sağlık Bilgi Sistemleri A.Ş.,Ankara,Yazılım
Sistem Teknik Endüstriyel Fırınlar A.Ş.,Kocaeli,Makine ve Teçhizat İmalatı
Sistem Teknik Makina Sanayi Ve Ticaret A.Ş.,İzmir,Makine ve Teçhizat İmalatı
Sistem Teknik Sanayi Fırınları A.Ş.,Kocaeli,Makine ve Teçhizat İmalatı
Skt Yedek Parça ve Makina Sanayi ve Ticaret A.Ş.,Bursa,Otomotiv Yan Sanayi
Smartiks Yazılım A.Ş.,İstanbul,Yazılım
SOCAR Turkey Araştırma Geliştirme ve İnovasyon Anonim Şirketi,İzmir,Petrol ve Petrol Ürünleri
Softtech Yazılım Teknolojileri Araştırma Geliştirme ve Pazarlama Tic. A.Ş.,İstanbul,Yazılım
Solıdıct Yazılım Danışmanlık Ve Bilişim Teknolojileri Ticaret Anonim Şirketi,İstanbul,Bilgisayar ve İletişim Teknolojileri
Solmaz Gümrük Müşavirliği Anonim Şirketi,İstanbul,Ulaştırma ve Lojistik
Sora Kozmetik San. Tic. A.Ş.,İstanbul,Kozmetik ve Temizlik Ürünleri
Sosyo Plus Bilgi Bilişim Teknolojileri Anonim Şirketi,İstanbul,Yazılım
Sönmez Transformatör Sanayi ve Ticaret Anonim Şirketi,Kocaeli,Enerji
Sözal Kimya Sanayi ve Ticaret Anonim Şirketi,Bursa,Kimya
Standard Profil Ege Otomotiv San. ve Tic. A.Ş. (Düzce Şubesi),Düzce,Otomotiv Yan Sanayi
Standard Profil Ege Otomotiv San. ve Tic. A.Ş. (Manisa Şubesi),Manisa,Otomotiv Yan Sanayi
Standart Pompa ve Makina Sanayi Ticaret A.Ş.,İstanbul,Makine ve Teçhizat İmalatı
STG Mühendislik Stratejik Teknolojiler Geliştirme ve Üretim A.Ş.,Ankara,Savunma Sanayi
STM Savunma Teknolojileri Mühendislik Ve Ticaret A.Ş.,Ankara,Savunma Sanayi
STM Savunma Teknolojileri Mühendislik ve Ticaret. A.Ş. (Ankara İleri Teknolojiler Ofisi),Ankara,Savunma Sanayi
Sun Chemical Matbaa Mürekkepleri ve Gereçleri Sanayi ve Ticaret Anonim Şirketi,İzmir,Kimya
Sun Tekstil Sanayi ve Ticaret A.Ş.,İzmir,Tekstil
Sunar Mısır Entegre Tesisleri San. ve Tic. A.Ş.,Adana,Gıda Sanayi
Supply Chain Wizard Teknolojı̇ Lı̇mı̇ted Şı̇rketi,İzmir,Yazılım
Supsan Motor Supapları Sanayii ve Ticaret A.Ş.,İstanbul,Otomotiv Yan Sanayi
Süper Film Ambalaj Sanayi ve Ticaret A.Ş.,Gaziantep,Ambalaj
Süperpar Otomotiv San. Tic. A.Ş.,İzmir,Otomotiv Yan Sanayi
Sütaş Süt Ürünleri A.Ş.,Bursa,Gıda Sanayi
Systemair Hsk Havalandırma Endüstri Sanayi ve Ticaret Anonim Şirketi,Kocaeli,İklimlendirme
Şafak Makina Yedek Parça San. ve Tic. A.Ş.,Düzce,Makine ve Teçhizat İmalatı
Şahinkul Makina ve Yedek Parça San. Tic. A.Ş.,Bursa,Otomotiv Yan Sanayi
Şampiyon Filtre Paz. Tic. ve San. A.Ş.,Hatay,Otomotiv Yan Sanayi
Şanmak Makina Sanayi ve Ticaret A.Ş.,Bursa,Makine ve Teçhizat İmalatı
Şara Enerji İnş. Tic. ve San. A.Ş.,Adana,Demir ve Demir Dışı Metaller
Şekeroğlu Kimya ve Plastik San. ve Tic. A.Ş.,Konya,Ambalaj
Şem Lastik Sanayi ve Ticaret A.Ş.,Bursa,Otomotiv Yan Sanayi
Şenmak Makina Sanayi Ve Ticaret A.Ş.,İstanbul,Makine ve Teçhizat İmalatı
Şiteks Şişmanlar Tekstil Sanayi ve Ticaret Anonim Şirketi,Tekirdağ,İmalat Sanayi
Şölen Çikolata Gıda San. ve Tic. A.Ş. (Gaziantep),Gaziantep,Gıda Sanayi
Şölen Çikolata Gıda San. ve Tic. A.Ş. (İstanbul),İstanbul,Gıda Sanayi
T.K.G Otomotiv Sanayi ve Ticaret Anonim Şirketi,Bursa,Otomotiv Yan Sanayi
T.t.g. Uluslararası Telekominikasyon İletişim Hizmetleri Ve Elekt. Tic. Ltd. Şti.,İstanbul,Yazılım
TAB İlaç Sanayi Anonim Şirketi,İstanbul,İlaç
Takosan Otomobil Göstergeleri Sanayi ve Ticaret A.Ş.,Kocaeli,Otomotiv Yan Sanayi
Taksan Makina Sanayi ve Ticaret A.Ş.,Kayseri,Makine ve Teçhizat İmalatı
Tam Finans Faktoring Anonim Şirketi,İstanbul,Bankacılık ve Finans
Tanatar Kalıp Pres İşleri San. ve Tic. Ltd. Şti.,Eskişehir,İmalat Sanayi
Tanpera Teknoloji Ve Endüstriyel Ürünler Sanayi Ve Ticaret Anonim Şirketi,İstanbul,Enerji
Tarım Kredi Tohumculuk A.Ş.,Balıkesir,Tarım
Tasaco Tarım Sanayi Ve Ticaret A.Ş.,Antalya,Tarım
Tat Gıda Sanayi A.Ş.,Bursa,Gıda Sanayi
Tat Gıda Sanayi A.Ş. (Bilgi Teknolojileri ve Dijital Dönüşüm Ofisi),İstanbul,Bilgisayar ve İletişim Teknolojileri
Tatilbudur Seyahat Acenteliği ve Turizm A.Ş.,İstanbul,Yazılım
Tav Bilişim Hizmetleri A.Ş.,İstanbul,Havacılık
Tayaş Gıda San. ve Tic. A.Ş.,Kocaeli,Gıda Sanayi
TCI Kabin İçi Sistemleri Sanayi ve Ticaret A.Ş.,İstanbul,Havacılık
Tece Dekor Kağıt Baskı Emprenye San. ve Tic. A.Ş.,Bursa,Mobilya
Techmax Technology Yazılım San. ve Tic. A.Ş.,İzmir,Elektronik
Tectone Teknoloji Sanayi ve Ticaret Anonim Şirketi,Mersin,Dayanıklı Tüketim Malları
Tekaydınlar Otomotiv Motorlu Araçlar ve Karoser San. Tic. A.Ş.,Bursa,Otomotiv Yan Sanayi
Tekkan Plastik Sanayi ve Ticaret A.Ş.,Kocaeli,Lastik-Plastik-Kauçuk
Teknik Balans Makina Sanayi ve Ticaret A.Ş.,İzmir,Makine ve Teçhizat İmalatı
Teknik Malzeme A.Ş.,Bursa,Otomotiv Yan Sanayi
Tekno Kauçuk Sanayii A.Ş.,Kocaeli,İmalat Sanayi
Tekno Yapı Kimyasalları San. ve Tic. A.Ş.,İstanbul,Çimento ve Çimento Ürünleri
Teknokar Savunma ve Havacılık A.Ş.,Ankara,Savunma Sanayi
Teknomelt Teknik Mensucat San. ve Tic. A.Ş.,Kahramanmaraş,Tekstil
Teknopalas Yüksek Teknoloji Sistemleri Anonim Şirketi,İstanbul,Bilgisayar ve İletişim Teknolojileri
Teknopanel Çatı ve Cephe Panelleri Üretim Sanayi ve Ticaret Anonim Şirketi,Mersin,İnşaat
Teknopar Endüstriyel Otomasyon A.Ş.,Ankara,Makine ve Teçhizat İmalatı
Teknorot Otomotiv Ürünleri San. Ve Tic. A.Ş.,Düzce,Otomotiv Yan Sanayi
Teknovet İlaç Sanayi ve Ticaret A.Ş.,Tekirdağ,İlaç
Teksan Jeneratör Elektrik Sanayi ve Ticaret A.Ş.,İstanbul,Makine ve Teçhizat İmalatı
Telateks Tekstil Ürünleri Sanayi ve Ticaret Anonim Şirketi,Manisa,Tekstil
Telcoset İleri Teknoloji Stratejik İş Geliştirme Danışmanlık Anonim Şirketi,İstanbul,Yazılım
Temsa Skoda Sabancı Ulaşım Araçları A.Ş.,Adana,Otomotiv
Temsan Makina ve Tekstil San. Tic. A.Ş.,Kahramanmaraş,Makine ve Teçhizat İmalatı
Tepe Betopan Yapı Malzemeleri Sanayi ve Ticaret Anonim Şirketi,Ankara,İmalat Sanayi
Teracity Yazılım Teknolojileri San. ve Tic. A.Ş.,Bursa,Yazılım
Tersan Tersanecilik San. ve Tic. A.Ş.,Yalova,Denizcilik
Tescom Elektronik Sanayi Ve Ticaret Anonim Şirketi,İzmir,Elektronik
Testinium Teknoloji Yazılım A.Ş.,İstanbul,Yazılım
Thales Bilişim Yazılım ve Danışmanlık Ticaret Limited Şirketi,Ankara,Bilgisayar ve İletişim Teknolojileri
THY Teknoloji ve Bilişim Anonim Şirketi (Halkalı Şubesi),İstanbul,Yazılım
THY Teknoloji ve Bilişim Anonim Şirketi (Kentpark Şubesi),Ankara,Bilgisayar ve İletişim Teknolojileri
THY Teknoloji ve Bilişim Anonim Şirketi (Libadiye Şubesi),İstanbul,Yazılım
Tırsan Treyler Sanayi ve Ticaret A.Ş. (Kocaeli Şubesi),Kocaeli,Otomotiv Yan Sanayi
Tırsan Treyler Sanayi ve Ticaret A.Ş. (Sakarya Şubesi),Sakarya,Otomotiv Yan Sanayi
Tirsan Kardan Sanayi ve Ticaret A.Ş.,Manisa,Otomotiv Yan Sanayi
Tisan Mühendislik Plastikleri Sanayi ve Ticaret Limited Şirketi,İstanbul,Lastik-Plastik-Kauçuk
Titan Makina Madencilik İnşaat İmalat İthalat İhracat Ve Ticaret Limited Şirketi,Ankara,Makine ve Teçhizat İmalatı
Tms Tüfekçioğlu Mühendislik Sanayi Ve Ticaret Anonim Şirketi,İstanbul,Makine ve Teçhizat İmalatı
TOFAŞ Türk Otomobil Fabrikası A.Ş. (Bursa Şubesi),Bursa,Otomotiv
TOFAŞ Türk Otomobil Fabrikası A.Ş. (İzmir Şubesi),İzmir,Yazılım
Token Finansal Teknolojiler A.Ş. (Ankara),Ankara,Bilgisayar ve İletişim Teknolojileri
Token Finansal Teknolojiler A.Ş. (İstanbul),İstanbul,Bilgisayar ve İletişim Teknolojileri
Toksan Yedek Parça İmalat Ticaret ve Sanayi A.Ş.,Bursa,Otomotiv Yan Sanayi
Tolkar Makina Sanayi Ve Ticaret A.Ş.,İzmir,Makine ve Teçhizat İmalatı
Toraman Tekstil Sanayi ve Ticaret A.Ş.,Tekirdağ,Tekstil
Toros Tarım Sanayi ve Ticaret Anonim Şirketi,Mersin,Tarım
Toros Tarım Sanayi ve Ticaret Anonim Şirketi (Adana Şubesi),Adana,Tarım
Torun Metal Anonim Şirketi,Kocaeli,Demir ve Demir Dışı Metaller
Tosçelik Profil ve Sac Endüstrisi A.Ş.,Osmaniye,Demir ve Demir Dışı Metaller
Tosunoğulları Mobilya Sanayi ve Ticaret A.Ş.,Konya,Mobilya
Toyo Matbaa Mürekkepleri San. ve Tic. A.Ş.,Manisa,Kimya
Toyotetsu Otomotiv Parçaları San. ve Tic. A.Ş.,Kocaeli,Otomotiv Yan Sanayi
Tören Gıda Sanayi ve Ticaret A.Ş.,Gaziantep,Gıda Sanayi
Tpı Kompozit Kanat Sanayi ve Ticaret A.Ş.,İzmir,İmalat Sanayi
TR Mekatronik Sistemler Sanayi Ve Ticaret A.Ş.,Düzce,Savunma Sanayi
Trabzon Silah Sanayi A.Ş.,Trabzon,Silah ve Mühimmat İmalatı
Transvaro Elektron Aletleri San. ve Tic. A.Ş. (İstanbul Şubesi),İstanbul,Savunma Sanayi
Transvaro Elektron Aletleri San. ve Tic. A.Ş. (Kahramankazan Şubesi),Ankara,Savunma Sanayi
Trex Dijital Akıllı Üretim Sistemleri Anonim Şirketi,Bursa,Yazılım
Triatech Tıbbi Sistemler San. ve Tic. A.Ş.,İzmir,Sağlık
Trio Mobil Bilişim Sistemleri A.Ş.,İstanbul,Otomotiv Yan Sanayi
Triodor Araştırma Geliştirme Yazılım Ve Bilişim Tic. Ltd. Şti.,İstanbul,Yazılım
Tron Elektronik Sistemler Sanayi Ve Ticaret Anonim Şirketi,İstanbul,Elektronik
Trustlife Ventures Lab Sağlık Teknolojileri A.Ş.,İstanbul,İlaç
Tst Rakor ve Tıbbi Alet. San. ve Tic. Ltd. Şti.,İstanbul,Sağlık
TT Mobil İletişim Hizmetleri A.Ş.,İstanbul,Telekomünikasyon
Tttech Auto Turkey Yazılım A.Ş.,İzmir,Bilgisayar ve İletişim Teknolojileri
Tualcom Elektronik Anonim Şirketi,Ankara,Elektronik
Tunay Gıda Sanayi ve Ticaret A.Ş.,Erzincan,Gıda Sanayi
Turaş Gaz Armatürleri San. Tic. A.Ş.,İstanbul,Makine ve Teçhizat İmalatı
Turgut İlaçları A.Ş.,Kocaeli,İlaç
Turkcell Ödeme ve Elektronik Para Hizmetleri Anonim Şirketi,İstanbul,Bilgisayar ve İletişim Teknolojileri
Turkcell Teknoloji Araştırma ve Geliştirme A.Ş.,İstanbul,Yazılım
Turknet İletişim Hizmetleri A.Ş.,İstanbul,Telekomünikasyon
Turktıpsan Sağlık Turizm Eğitim ve Ticaret A.Ş.,Ankara,İlaç
Turkuaz Sağlık Hizmetleri Medikal Temizlik Kimyasal Ürünler San. ve Tic. A.Ş.,İstanbul,Sağlık
Turkuaz Seramik Sanayi Ve Ticaret A.Ş.,Kayseri,Seramik ve Refrakter
Turkuaz Tekstil San. ve Tic. A.Ş.,Bursa,Tekstil
Turkuvaz Haberleşme ve Yayıncılık A.Ş.,İstanbul,Bilgisayar ve İletişim Teknolojileri
Tusaş - Türk Havacılık ve Uzay Sanayii A.Ş.,Ankara,Havacılık
Tusaş Motor Sanayii A.Ş. (TEİ),Eskişehir,Havacılık
Tüfekçioğulları Mak. Gıda İml. San. Ve Tic. Ltd. Şti.,Karaman,Makine ve Teçhizat İmalatı
Tüm Ekip İlaç Anonim Şirketi,İstanbul,İlaç
Tüm Elektronik Mühendislik Sanayi Ve Ticaret Limited Şirketi,İstanbul,Elektronik
Tümosan Teknoloji Mühendislik Sanayi Ticaret A.Ş.,İstanbul,Mühendislik/Mimarlık Faaliyetleri
Türk Demirdöküm Fabrikaları A.Ş.,Bilecik,İklimlendirme
Türk Hava Yolları Teknik A.Ş.,İstanbul,Havacılık
Türk Loydu Uygunluk Değerlendirme Hizmetleri A.Ş.,İstanbul,Denizcilik
Türk Prysmian Kablo Ve Sistemleri A.Ş.,Bursa,Enerji
Türk Telekomünikasyon A.Ş. (Ankara Şubesi),Ankara,Telekomünikasyon
Türk Telekomünikasyon A.Ş. (İstanbul Şubesi),İstanbul,Telekomünikasyon
Türk Traktör ve Ziraat Makineleri A.Ş. (Ankara),Ankara,Otomotiv
Türk Traktör ve Ziraat Makineleri A.Ş. (İstanbul),İstanbul,Otomotiv
Türkiye Finans Katılım Bankası A.Ş.,İstanbul,Bankacılık ve Finans
Türkiye Petrol Rafinerileri A.Ş. (TÜPRAŞ),Kocaeli,Petrol ve Petrol Ürünleri
Türkiye Petrolleri Anonim Ortaklığı,Ankara,Petrol ve Petrol Ürünleri
Türkiye Raylı Sistem Araçları Sanayii Anonim Şirketi (Eskişehir Bölge Müdürlüğü),Eskişehir,Makine ve Teçhizat İmalatı
Türkiye Raylı Sistem Araçları Sanayii Anonim Şirketi (Sakarya Bölge Müdürlüğü),Sakarya,Makine ve Teçhizat İmalatı
Türkiye Şişe Ve Cam Fabrikaları A.Ş.,Kocaeli,Cam ve Cam Ürünleri
Türkiye Ürün İhtisas Borsası Anonim Şirketi,Ankara,Bankacılık ve Finans
Türkiye Vakıflar Bankası T.A.O.,İstanbul,Bankacılık ve Finans
Türkkep Kayıtlı Elektronik Posta Hizmetleri A.Ş.,İstanbul,Bilgisayar ve İletişim Teknolojileri
"Türktrust Bilgi, İletişim ve Bilişim Güvenliği Hizmetleri A.Ş.",Ankara,Bilgisayar ve İletişim Teknolojileri
Uestco Enerji Sistemleri Ltd. Şti.,İstanbul,Elektronik
UFS Teknoloji A.Ş.,Kocaeli,Elektronik
Uğur Soğutma Makinaları Sanayi ve Ticaret A.Ş.,Aydın,İklimlendirme
Uğurlular Tekstil San. ve Tic. A.Ş.,Denizli,Tekstil
Ulak Haberleşme A.Ş.,Ankara,Telekomünikasyon
Ulaşım İç ve Dış Ticaret Anonim Şirketi,Bursa,Otomotiv
Ulkar Kimya Sanayi ve Ticaret A.Ş.,Tekirdağ,İlaç
Ultrapak Makina Sanayi ve Ticaret A.Ş.,İstanbul,Makine ve Teçhizat İmalatı
Uludağ İçecek Türk A.Ş.,Bursa,Gıda Sanayi
Ulus Metal Sanayi Ve Ticaret A.Ş.,Kocaeli,Otomotiv Yan Sanayi
Ulusoy Elektrik İmalat Taahhüt Tic. A.Ş.,Ankara,Enerji
Ulusoy Tekstil Sanayi ve Ticaret A.Ş.,Adana,Tekstil
Unilever Sanayi ve Ticaret Türk A.Ş. (Sarıgazi),İstanbul,Kimya
Unilever Sanayi ve Ticaret Türk A.Ş. (Ümraniye),İstanbul,Gıda Sanayi
Unimak Makina Sanayi Ve Ticaret Anonim Şirketi,Bursa,Makine ve Teçhizat İmalatı
Unirobotics Robotik Sistemler Sanayi ve Ticaret Anonim Şirketi,İstanbul,Savunma Sanayi
United Genetics Turkey Tohum Fide A.Ş.,Bursa,Tarım
Univera Bilgisayar Sistemleri San. ve Tic. A.Ş.,İzmir,Yazılım
Universal Yazılım A.Ş.,İstanbul,Bilgisayar ve İletişim Teknolojileri
Unmaş Unlu Mamüller Sanayi ve Ticaret A.Ş.,İstanbul,Gıda Sanayi
Unvest Araştırma Geliştirme Danışmanlık ve Ticaret Anonim Şirketi,İstanbul,Bilgisayar ve İletişim Teknolojileri
Uzer Makina ve Kalıp Sanayi A.Ş.,Kocaeli,Makine ve Teçhizat İmalatı
Uzman Bilişim Danışmanlık Anonim Şirketi,İstanbul,Yazılım
Uzman Kataforez Yüzey Kaplama San. Tic. A.Ş.,Bursa,Otomotiv Yan Sanayi
Uzun Hidrolik Sanayi ve Ticaret A.Ş.,Kocaeli,Makine ve Teçhizat İmalatı
Üçge Mağaza Ekipmanları Pazarlama Sanayi ve Ticaret Anonim Şirketi,Bursa,Makine ve Teçhizat İmalatı
Ülker Bisküvi San. A.Ş. Topkapı-1,İstanbul,Gıda Sanayi
Ülker Bisküvi Sanayi A.Ş.,Kocaeli,Gıda Sanayi
Ünika Üniversal Kablo San. ve Tic. A.Ş.,Tekirdağ,Elektronik
Üniteks Tekstil Gıda Sanayi Dış Ticaret A.Ş.,İzmir,Tekstil
"Ünsa Madencilik, Turizm, Enerji, Seramik, Orman Ürünleri, Elektrik Üretim San. ve Tic. A.Ş.",Kütahya,Seramik ve Refrakter
Ünsped Gümrük Müşavirliği ve Lojistik Hizmetler A.Ş.,İstanbul,Yazılım
Üntel Kabloları Sanayii ve Ticaret Anonim Şirketi,Kocaeli,İmalat Sanayi
Üntes Isıtma Klima Soğutma San. ve Tic. A.Ş.,Ankara,İklimlendirme
Ünver Grup Otomotiv Sanayi Ve Ticaret A.Ş.,Bursa,Otomotiv Yan Sanayi
Üstünel Pompa ve Makine San. Tic. A.Ş.,İzmir,Makine ve Teçhizat İmalatı
Vaden Otomotiv Sanayi ve Ticaret A.Ş.,Konya,Otomotiv Yan Sanayi
Vakıf Katılım Bankası A.Ş.,İstanbul,Bankacılık ve Finans
Valeo Otomotiv Sanayi Ve Ticaret A.Ş.,Bursa,Otomotiv Yan Sanayi
Valf Sanayii A.Ş.,Manisa,Makine ve Teçhizat İmalatı
Valfsel Armatür Sanayi A.Ş.,Manisa,Makine ve Teçhizat İmalatı
Vamet Medikal Sağlık Ürünleri ve Hizmetleri İthalat İhracat Sanayi ve Ticaret A.Ş.,Ankara,Medikal
Vansan Makina San. ve Tic. A.Ş.,İzmir,Makine ve Teçhizat İmalatı
Varaka Kağıt Sanayi A.Ş.,Balıkesir,Kağıt ve Kağıt Ürünleri
Vatan Kablo Metal End. ve Tic. A.Ş.,Tekirdağ,Elektronik
VBT Yazılım A.Ş.,İstanbul,Yazılım
Vefa İlaç Sanayi Ve Ticaret Anonim Şirketi,İstanbul,İlaç
Vega Network Teknolojileri San. ve Tic. Ltd. Şti.,İstanbul,Yazılım
Vektora Yazılım Teknolojileri A.Ş.,İstanbul,Yazılım
Vektör Teknoloji A.Ş.,İstanbul,Yazılım
Veli Akgün İnşaat Seramik Sanayi ve Ticaret Limited Şirketi,Eskişehir,Seramik ve Refrakter
Vem İlaç Sanayi ve Ticaret A.Ş.,Tekirdağ,İlaç
Ventura Yazılım A.Ş.,Ankara,Yazılım
Veritas Tekstil Konfeksiyon Pazarlama Sanayi Ticaret A.Ş.,Denizli,Tekstil
Vestel Beyaz Eşya Sanayi Ve Ticaret A.Ş.,Manisa,Dayanıklı Tüketim Malları
Vestel Elektronik Sanayi ve Ticaret A.Ş. (Ideca Mcbü Teknokent),Manisa,Elektronik
Vestel Elektronik Sanayi Ve Ticaret A.Ş. (Yazılım Merkezi),İzmir,Elektronik
Vestel Elektronik Sanayi ve Ticaret A.Ş.(1),Manisa,Elektronik
Vestel Elektronik Sanayi Ve Ticaret A.Ş.(2),Manisa,Elektronik
Vestel Mobilite Sanayi Ve Ticaret Anonim Şirketi,İzmir,Elektronik
Vetal Hayvan Sağlığı Ürünleri Anonim Şirketi,Adıyaman,Sağlık
Vezirköprü Orman Ürünleri ve Kağıt Sanayi A.Ş.,Samsun,Orman Ürünleri
Viessmann Manisa Isı Teknolojileri San. Ve Tic. Ltd. Şti.,Manisa,İklimlendirme
Viking Temizlik ve Kozmetik Ürün. Paz. San. ve Tic. A.Ş.,İzmir,Kimya
Virgosol Bilişim ve Yazılım Çözümleri Anonim Şirketi,İstanbul,Yazılım
Visan Vinç ve Hareket Sistemleri Sanayi ve Ticaret Limited Şirketi,Bilecik,Makine ve Teçhizat İmalatı
Vispera Bilgi Teknolojileri San. İç ve Dış Tic. A.Ş.,İstanbul,Yazılım
Vitrosens Biyoteknoloji Anonim Şirketi,İstanbul,Medikal
Vizyoneks Bilgi Teknolojileri A.Ş.,İstanbul,Bilgisayar ve İletişim Teknolojileri
Volkan İtfaiye Araçları Sanayi ve Ticaret A.Ş.,İzmir,Otomotiv
VOLO Kompozit ve Mühendislik Limited Şirketi,Ankara,Savunma Sanayi
Volt Elektrik Motor Sanayi Ve Ticaret A.Ş.,İzmir,Makine ve Teçhizat İmalatı
Vrlab Academy Yazılım Anonim Şirketi,İstanbul,Bilgisayar ve İletişim Teknolojileri
Vsy Biyoteknoloji Ve İlaç San. A.Ş.,İstanbul,Sağlık
Wat Motor Sanayi ve Ticaret A.Ş. (Çayırova Şubesi),İstanbul,Elektronik
Wat Motor Sanayi ve Ticaret A.Ş. (Çerkezköy Şubesi),Tekirdağ,Dayanıklı Tüketim Malları
Wipelot Teknoloji Sanayi Anonim Şirketi,İstanbul,Elektronik
World Medicine İlaç San. ve Tic. A.Ş.,İstanbul,İlaç
Yamas Yaşar Makina Kalıp Oto Yedek Parça Sanayi Ve Ticaret Anonim Şirketi,Bursa,Otomotiv Yan Sanayi
Yapı Merkezi İdis Mühendislik Sanayi Ve Ticaret Anonim Şirketi,İstanbul,Otomotiv Tasarımı ve Mühendislik
Yapı Ve Kredi Bankası A.Ş.,Kocaeli,Bankacılık ve Finans
Yataş Yatak ve Yorgan San. Tic. A.Ş.,Kayseri,Mobilya
Yayla Agro Gıda Sanayi ve Ticaret A.Ş.,Mersin,Gıda Sanayi
Yeditepe Ar-Ge ve Analiz Merkezi Ticaret A.Ş.,İstanbul,Sağlık
Yelken Kalıp Pencere Kapı Aksesuarları ve Metal Sanayi Ticaret Anonim Şirketi,İstanbul,Makine ve Teçhizat İmalatı
Yemmak Makina San. Tic. A.Ş.,Balıkesir,Makine ve Teçhizat İmalatı
Yemtar Makina San. ve Tic. A.Ş.,Balıkesir,Makine ve Teçhizat İmalatı
Yenar Döküm Sanayi ve Ticaret A.Ş.,Konya,Makine ve Teçhizat İmalatı
Yeni Mağazacılık Anonim Şirketi (A101),İstanbul,Perakendecilik
YEO Teknoloji Enerji ve Endüstri A.Ş.,İstanbul,Enerji
Yeşilova Holding A.Ş.,Bursa,Demir ve Demir Dışı Metaller
Yıldız Kalıp ve Teknoloji Anonim Şirketi,İstanbul,Otomotiv Yan Sanayi
Yılmaz Makine Sanayi ve Ticaret A.Ş.,Kocaeli,Makine ve Teçhizat İmalatı
Yılmaz Redüktör Sanayi ve Ticaret A.Ş.,İstanbul,Makine ve Teçhizat İmalatı
Yiğit Akü Malzemeleri Nakliyat Turizm İnşaat Sanayi ve Ticaret A.Ş.,Ankara,Otomotiv Yan Sanayi
Yorglass Cam Sanayi ve Ticaret Anonim Şirketi,Bolu,Cam ve Cam Ürünleri
Yönnet Bilişim Yazılım Eğitim Ve Danışmanlık Hizmetleri Ticaret Anonim Şirketi,İstanbul,Elektronik
Yörsan Süt ve Süt Ürünleri Sanayi ve Ticaret Anonim Şirketi,Balıkesir,Gıda Sanayi
Yörükoğlu Süt ve Ürünleri San. Tic. A.Ş.,Antalya,Gıda Sanayi
Yurtbay Seramik San. ve Tic. A.Ş.,Eskişehir,Seramik ve Refrakter
Yurtiçi Kargo Servisi A.Ş.,İstanbul,Ulaştırma ve Lojistik
Yüksel Proje A.Ş. (Ankara),Ankara,İnşaat
Yüksel Proje A.Ş. (İstanbul),İstanbul,Mühendislik/Mimarlık Faaliyetleri
Yüksel Seramik Sanayi ve Ticaret A.Ş.,Aydın,Seramik ve Refrakter
Yüksel Tohum Tarım San. ve Tic. A.Ş.,Antalya,Tarım
Yünsa Yünlü Sanayi ve Ticaret A.Ş.,Tekirdağ,Tekstil
Zahit Alüminyum San. ve Tic. A.Ş.,Adana,İmalat Sanayi
Zf Lemförder Aks Modülleri Sanayi Ve Ticaret A.Ş.,İzmir,Otomotiv Yan Sanayi
Zorluteks Tekstil Ticaret Ve Sanayi A.Ş.,Kırklareli,Tekstil